PROJECTNAME,TRIP_CODE,SAMPLEDEPTH_M,SAMPLEDATELOCAL,SALINITY_PSU,SALINITY_FLAG,SALINITY_COMMENTS,SILICATE_UMOLL,SILICATE_FLAG,NITRATE_UMOLL,NITRATE_FLAG,PHOSPHATE_UMOLL,PHOSPHATE_FLAG,AMMONIUM_UMOLL,AMMONIUM_FLAG,NITRITE_UMOLL,NITRITE_FLAG,NUTRIENT_COMMENTS,DIC_UMOLKG,CARBON_FLAG,CARBON_COMMENTS,TALKALINITY_UMOLKG,ALKALINITY_FLAG,ALKALINITY_COMMENTS,OXYGEN_UMOLL,OXYGEN_FLAG,OXYGEN_COMMENTS,MICROBIOMESAMPLE_ID
NRS,DAR20180731_0630,10,2018-07-31 16:00:00,34.182,1,,6.2,1,0.2,1,0.39,1,0.07,1,0.29,1,,1991.78,1,,2279.39,1,,,9,,
NRS,NSI20180718,10,2018-07-18 10:50:00,35.526,1,,0,6,0,6,0.07,1,0,6,0,6,,2011.74,1,,2328.76,1,,,9,,
NRS,ROT20181024,46,2018-10-24 10:52:00,35.604,1,,,0,,0,,0,,0,,0,,2059.6,1,,2343.6,1,,225.5,1,,http://hdl.handle.net/102.100.100/139974
NRS,MAI20180627,60,2018-06-28 09:50:00,35.334,1,,0.8,1,2.9,1,0.33,1,0,6,0.16,1,,,9,,,9,,258.5,1,,
NRS,PHB20200224,40,2020-02-25 09:20:00,35.541,1,,3.2,1,8.4,1,0.66,1,0.38,1,0.44,1,,2118.93,1,,2331.51,1,,,9,,
NRS,PHB20200224,50,2020-02-25 09:20:00,35.449,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,MAI20200928,20,2020-09-29 09:35:00,35.192,1,,,0,,0,,0,,0,,0,,,9,,,9,,286.4,1,,
NRS,MAI20190624,30,2019-06-24 10:50:00,35.367,1,,0.9,1,2.9,1,0.35,1,0,6,0.11,1,,2105.28,1,,2330.52,1,,258.1,1,,
NRS,NSI20200917,50,2020-09-17 11:20:00,35.605,1,,,0,,0,,0,,0,,0,,2102.78,1,,2335.3,1,WOCE - average of duplicates,,9,,
NRS,PHB20190522,0,2019-05-23 08:50:00,35.397,1,,0,6,0.7,1,0.05,1,0.11,1,0,6,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/139796
NRS,KAI20190320,40,2019-03-20 14:10:00,35.935,1,,0.2,1,0,6,0.11,1,0.69,1,0,6,,,9,,,9,,,9,,
NRS,KAI20180820,50,2018-08-21 08:15:00,36.125,1,,0.8,1,0,6,0.15,1,0.09,1,0.11,1,,2119.68,1,,2373.11,1,,,9,,
NRS,ROT20180727,46,2018-07-27 10:45:00,35.385,1,,,0,,0,,0,,0,,0,,2039.7,1,,2327.17,1,WOCE - average of duplicates,227.6,1,,http://hdl.handle.net/102.100.100/139971
NRS,KAI20181204,100,2018-12-04 16:00:00,36.07,1,,0.5,1,0.2,1,0.14,1,1.07,1,0,6,,2121.87,1,,2371.29,1,WOCE - average of duplicates,,9,,http://hdl.handle.net/102.100.100/139885
NRS,YON20190124,10,2019-01-24 12:40:00,35.033,1,,1.2,1,0,6,0.05,1,0,6,0,6,,1966.95,1,,2289.57,1,,,9,,
NRS,PHB20180927,40,2018-09-27 11:04:00,35.566,1,,,0,,0,,0,,0,,0,,2096.35,1,,2338.47,1,,,9,,
NRS,KAI20191127,20,2019-11-27 14:50:00,35.822,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,ROT20190125,20,2019-01-25 11:33:00,35.881,1,,1.5,1,0,6,0.07,1,0,6,0,6,,,9,WOCE - no data,,9,WOCE - no data,231.3,1,,
NRS,DAR20200921_2130,20,2020-09-22 07:00:00,35.765,1,,,0,,0,,0,,0,,0,,2045.18,1,,2337.01,1,,,9,,
NRS,NSI20190618,30,2019-06-18 10:55:00,35.486,1,,0.8,1,1.2,1,0.15,1,0.57,1,0,6,,2027.1,1,,2326.48,1,,,9,,
NRS,PHB20191028,25,2019-10-29 09:47:00,35.682,2,bottle over filled,0.3,1,0,6,0.1,1,0,6,0,6,,,9,,,9,,,9,,
Coastal Stations,BPR20210114,2,2021-01-14 11:30:00,,9,,3.78,1,0.14,1,0.208,1,0.496,1,0,6,,,9,,,9,,,9,,
Coastal Stations,BPR20210128,2,2021-01-28 11:26:00,,9,,1.7,1,0,6,0.235,1,0.585,1,0,6,,,9,,,9,,,9,,
NRS,PHB20210615,75,2021-06-16 09:26:00,35.553,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,NSI20100916,20,2010-09-16 13:00:00,35.488,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,NSI20110323,10,2011-03-23 10:35:00,35.126,1,,,0,,0,,0,,0,,0,,1963.05,1,,2300.61,1,WOCE - average of duplicates,,9,,
NRS,YON20110908,0,2011-09-08 11:15:00,35.198,1,,,0,,0,,0,,0,,0,,1984.82,1,,2291.53,1,WOCE - average of duplicates,,9,,
NRS,MAI20120621,10,2012-06-21 11:15:00,35.296,1,,,0,,0,,0,,0,,0,,2093.21,1,,2321.35,1,,262.6,1,,http://hdl.handle.net/102.100.100/35743
NRS,NSI20120620,30,2012-06-20 10:35:00,35.117,1,,,0,,0,,0,,0,,0,,2002.99,1,,2322.31,1,,,9,,http://hdl.handle.net/102.100.100/27182
NRS,MAI20130424,10,2013-04-24 11:05:00,35.371,1,,,0,,0,,0,,0,,0,,2072.73,1,,2327.53,1,,218.5,1,,http://hdl.handle.net/102.100.100/27057
NRS,YON20120604,20,2012-06-04 10:45:00,35.093,1,,,0,,0,,0,,0,,0,,1967.76,1,,2277.33,1,,,9,,
NRS,NSI20091006,20,2009-10-07 09:22:00,,9,,0.1,1,0.1,1,0.07,1,0.27,1,,9,,,9,,,9,,,9,,
NRS,YON20090909,10,2009-09-09 10:55:00,35.163,1,,0.5,1,0,1,0.08,1,0.1,1,,9,,1983.87,1,,2296.24,1,WOCE - average of duplicates,,9,,
NRS,MAI20091111,50,2009-11-11 11:45:00,35.072,1,,,0,,0,,0,,0,,0,,2092.61,1,,2312.53,1,WOCE - average of duplicates,284,1,,
NRS,MAI20091111,80,2009-11-11 11:45:00,35.118,1,,,0,,0,,0,,0,,0,,2102.38,1,,2313.42,1,,266.4,1,,
NRS,NSI20111116,10,2011-11-16 10:40:00,35.55,1,,,0,,0,,0,,0,,0,,2021.75,1,,2328.64,1,,,9,,
NRS,ESP20101013,0,2010-10-13 08:30:00,35.779,1,,,0,,0,,0,,0,,0,,2061.8,1,,2353.01,1,,1.4,1,,
NRS,KAI20110319,0,2011-03-20 09:45:00,35.776,1,,0,1,0.8,1,0.14,1,0,1,,9,,2094.55,1,,2350.35,1,,,9,,
NRS,NSI20091015,50,2009-10-15 10:25:00,,9,,0.7,1,1.2,1,0.18,1,0.34,1,,9,,2025.72,1,,2318.43,1,WOCE - average of duplicates,,9,,
NRS,YON20110811,0,2011-08-11 11:15:00,34.748,1,,2.3,1,0.1,1,0.17,1,0,1,,9,,1981.11,1,,2274.02,1,,,9,,
NRS,NSI20100121,30,2010-01-22 10:00:00,35.445,1,,0.4,1,0,1,0.05,1,0,1,,9,,1994.18,1,,2313.43,1,,,9,,
NRS,MAI20111214,10,2011-12-15 10:50:00,35.374,1,,0.4,1,0,1,0.11,1,0.07,1,,9,,2064,1,,2337.93,4,Bad TA result,259.2,1,,
NRS,ROT20100820,20,2010-08-20 14:45:00,35.543,1,,2.1,1,0,1,0.1,1,0.02,1,,9,,2032.1,1,,2326.85,1,,,9,,
NRS,YON20110118,10,2011-01-18 11:45:00,33.716,1,,6.1,1,0.1,1,0.18,1,0.01,1,,9,,1904.18,1,,2217.98,1,,,9,,
NRS,NSI20110119,40,2011-01-19 10:15:00,35.588,1,,1.6,1,4.8,1,0.4,1,0.23,1,,9,,,9,,,9,,,9,,
NRS,PHB20100510,100,2010-05-11 09:28:00,35.448,1,,3.3,1,8.8,1,0.67,1,0,1,,9,,2103.32,1,,2324.39,1,,,9,,
NRS,NSI20100520,57,2010-05-21 08:36:00,35.228,1,,0.6,1,0.1,1,0,1,0.16,1,,9,,1986.06,1,,2310.94,1,,,9,,
NRS,PHB20100413,50,2010-04-14 09:33:00,35.44,1,,1.6,1,3.7,1,0.34,1,0.02,1,,9,,,9,,,9,,,9,,
NRS,KAI20081211,0,2008-12-12 07:00:00,35.645,1,,,9,,9,,9,,9,,9,,2085.58,1,,2344.56,1,,,9,,
NRS,ROT20120504,40,2012-05-04 13:15:00,35.384,1,,2,1,0.3,1,0.1,1,0.15,1,,9,,2026.35,1,,2312.66,1,,,9,,
NRS,NSI20130418,20,2013-04-18 11:05:00,35.26,1,,0.3,1,0,1,0.08,1,0,1,,9,,,9,WOCE - no data,,9,,,9,,http://hdl.handle.net/102.100.100/27235
NRS,NSI20130418,30,2013-04-18 11:05:00,35.276,1,,0.4,1,0,1,0.09,1,0,1,,9,,1981.46,2,WOCE - questionable data,2312.59,1,,,9,,http://hdl.handle.net/102.100.100/27236
NRS,MAI20091013,60,2009-10-13 11:15:00,35.095,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,PHB20111117,30,2011-11-18 09:51:00,35.379,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,PHB20090623,30,2009-06-24 11:04:00,35.501,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,ROT20110224,30,2011-02-24 09:50:00,35.302,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,ROT20111122,0,2011-11-22 15:23:00,35.279,1,,,0,,0,,0,,0,,0,,2009.15,1,,2307.79,1,,,9,,
NRS,YON20130808,0,2013-08-08 11:13:00,35.32,1,,1.2,1,0,1,0.05,1,0,1,,9,,1984.74,1,,2294.7,1,,,9,,
NRS,DAR20130617_1500,0,2013-06-17 15:00:00,34.131,1,,,0,,0,,0,,0,,0,,1963.44,1,,2266.04,1,,,9,,
NRS,KAI20140313,10,2014-03-13 15:15:00,35.699,1,,,0,,0,,0,,0,,0,,2080.9,1,,2343.24,1,WOCE - average of duplicates,,9,,
NRS,KAI20140122,30,2014-01-22 15:25:00,35.583,1,,,0,,0,,0,,0,,0,,2096.54,1,,2341.14,1,WOCE - average of duplicates,,9,,
NRS,ROT20140227,46,2014-02-27 12:54:00,35.659,1,,,0,,0,,0,,0,,0,,2046.84,1,,2337.72,1,,,9,,
NRS,NSI20140725,30,2014-07-25 11:10:00,35.543,1,,,0,,0,,0,,0,,0,,2016.62,1,,2329.21,1,,,9,,http://hdl.handle.net/102.100.100/27320
NRS,ROT20131001,0,2013-10-01 12:45:00,35.245,1,,1.6,1,0.1,1,0.09,1,0.05,1,,9,,2026.66,1,,2317.03,1,,,9,,
NRS,ROT20131218,0,2013-12-18 10:58:00,35.559,1,,1,1,0,1,0.1,1,0,1,,9,,2028.59,1,,2332.12,1,,,9,,
NRS,PHB20140317,100,2014-03-18 12:27:00,35.222,1,,4.4,1,11.6,1,0.86,1,0.09,1,,9,,,9,WOCE - no data,,9,WOCE - no data,,9,,http://hdl.handle.net/102.100.100/27482
NRS,NSI20150512,57,2015-05-12 11:15:00,35.505,1,,0.8,1,1.5,1,0.13,1,0.15,1,,9,,2020.38,1,,2323.6,1,,,9,,
NRS,PHB20150518,40,2015-05-19 00:00:00,35.347,1,,2.1,1,1.7,1,0.15,1,0.25,1,,9,,2031.14,1,,2315.43,1,,,9,,
NRS,NSI20150624,50,2015-06-24 11:40:00,35.624,1,,1.5,1,3.5,1,0.27,1,0.02,1,,9,,2052.7,1,,2334.94,1,,,9,,http://hdl.handle.net/102.100.100/21849
NRS,KAI20160915,50,2016-09-15 13:35:00,35.997,1,,,0,,0,,0,,0,,0,,2118.08,1,,2363.02,1,,,9,,http://hdl.handle.net/102.100.100/34819
NRS,ROT20160621,30,2016-06-21 11:05:00,35.693,1,,1.3,1,0.3,1,0.05,1,0.27,1,,0,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/34719
NRS,NSI20160318,0,2016-03-18 11:29:00,35.464,1,,0.7,1,0,1,0.07,1,0.01,1,,9,,1988.39,1,,2323.6,1,,,9,,http://hdl.handle.net/102.100.100/34262
NRS,PHB20160829,0,2016-08-30 09:48:00,35.67,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,YON20160215,26,2016-02-15 11:30:00,35.625,1,,,0,,0,,0,,0,,0,,1987.06,1,,2312.94,1,,,9,,http://hdl.handle.net/102.100.100/34210
NRS,KAI20160525,50,2016-05-26 08:30:00,35.899,1,,,0,,0,,0,,0,,0,,2108.42,1,,2357.68,1,,,9,,http://hdl.handle.net/102.100.100/34313
NRS,PHB20160407,40,2016-04-08 09:23:00,,9,salinity samples lost,,0,,0,,0,,0,,0,,2038.34,1,,2336.19,1,,,9,,
NRS,PHB20160502,20,2016-05-03 09:53:00,35.653,1,,0.9,1,0.5,1,0.13,1,0.06,1,0.1,1,,2037.47,1,,2336.69,1,,,9,,
NRS,DAR20160724_0130,10,2016-07-24 11:01:00,35.156,1,,4.6,1,0.1,1,0.28,1,0.39,1,0.06,1,,2034.07,1,,2330.73,4,Sediment in samples caused large variations in alkalinity; with differences in duplicates of up to 20 units.,,9,,http://hdl.handle.net/102.100.100/34773
NRS,ROT20160527,30,2016-05-27 11:15:00,35.806,1,,1.8,1,0.3,1,0.06,1,0.18,1,,9,,,9,,,9,,225.3,1,,http://hdl.handle.net/102.100.100/34713
NRS,MAI20160303,40,2016-03-04 10:50:00,35.573,1,,,0,,0,,0,,0,,0,,,9,,,9,,232.3,1,,
NRS,PHB20180123,20,2018-01-24 08:30:00,35.645,1,,0.4,1,0,6,0.08,1,0,6,0,6,,2045.18,1,,2339.79,1,,,9,,
NRS,PHB20170921,30,2017-09-21 08:48:00,35.563,1,,2,1,5.2,1,0.45,1,0.26,1,0.26,1,,,9,,,9,,,9,,
NRS,MAI20180315,20,2018-03-16 10:05:00,35.693,1,,0.4,1,0,6,0.09,1,0,6,0,6,,,9,,,9,,235.9,1,,
NRS,DAR20180209_0630,0,2018-02-09 16:00:00,28.911,1,,,0,,0,,0,,0,,0,,1744.64,1,,1991.89,1,,,9,,
NRS,MAI20190624,85,2019-06-24 10:50:00,35.382,1,,,0,,0,,0,,0,,0,,2107.66,1,,2330.55,1,,258.3,1,,http://hdl.handle.net/102.100.100/139906
NRS,ROT20180620,40,2018-06-20 11:09:00,35.448,1,,2,1,0.3,1,0.13,1,0.12,1,,0,,2048.05,1,,2327.9,1,,223.7,1,,
NRS,KAI20201123,20,2020-11-24 07:35:00,35.773,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,DAR20200203_2130,0,2020-02-04 07:10:00,34.103,1,,3.9,1,0.4,1,0.18,1,0.18,1,0.12,1,,1964.36,1,,2246.34,1,,,9,,http://hdl.handle.net/102.100.100/141128
NRS,MAI20210215,20,2021-02-16 10:30:00,35.522,1,,,0,,0,,0,,0,,0,,,9,,,9,,243,1,,
NRS,YON20210209,10,2021-02-09 13:07:00,34.688,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,NSI20190916,20,2019-09-16 11:15:00,35.64,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,YON20190808,20,2019-08-08 11:37:00,35.487,1,,0.5,1,0,6,0.1,1,0,6,0,6,,2003.52,1,,2305.33,1,,,9,,
NRS,MAI20190731,40,2019-07-31 11:15:00,35.297,1,,1.1,1,2.9,1,0.31,1,0.05,1,0.11,1,,,9,,,9,,262.8,1,,
NRS,NSI20191220,0,2019-12-20 11:20:00,35.616,1,,0.2,1,0,6,0,6,,0,0,6,,2011.61,1,,2333.64,1,,,9,,http://hdl.handle.net/102.100.100/139767
NRS,NSI20200720,10,2020-07-20 11:15:00,35.568,1,,,0,,0,,0,,0,,0,,2026.13,1,,2330.67,1,,,9,,
NRS,KAI20200204,10,2020-02-04 16:10:00,36.356,1,,,0,,0,,0,,0,,0,,2125.31,1,,2393.86,1,,,9,,
NRS,ROT20190507,40,2019-05-07 10:35:00,35.735,1,,2.5,1,0.2,1,0.1,1,0.21,1,0,6,,2061.53,1,,2344.56,1,,221.2,1,,
NRS,PHB20210310,30,2021-03-11 09:36:00,35.437,1,,1.7,1,1.9,1,0.27,1,0.32,1,0.24,1,,,9,,,9,,,9,,
Coastal Stations,BPR20201230,2,2020-12-30 12:19:00,,9,,1.24,1,0.22,1,0.228,1,0.77,1,0,6,,,9,,,9,,,9,,
NRS,NSI20210119,10,2021-01-19 11:30:00,35.131,1,,0.7,1,0,6,0.08,1,2.19,2,0,6,,,9,,,9,,,9,,
NRS,PHB20210421,20,2021-04-22 09:52:00,35.478,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,DAR20210303,10,2021-03-04 08:34:00,,0,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,MAI20210329,10,2021-03-30 10:55:00,35.597,1,,0.9,1,0.7,1,0.16,1,0.06,1,0.11,1,,,9,,,9,,234.2,1,,
NRS,MAI20210531,20,2021-05-31 12:30:00,35.357,1,,1.2,1,3.3,1,0.37,1,0,6,0.14,1,,,9,,,9,,252.6,1,,
NRS,MAI20110407,75,2011-04-07 10:45:00,35.207,1,,,0,,0,,0,,0,,0,,2074.44,1,,2320.37,1,,257.6,1,,
NRS,PHB20100510,100,2010-05-11 09:28:00,35.448,1,,,0,,0,,0,,0,,0,,2103.32,1,,2324.39,1,,,9,,
NRS,MAI20120724,0,2012-07-24 11:05:00,35.352,1,,,0,,0,,0,,0,,0,,2096.25,1,,2329.43,1,,262.4,1,,http://hdl.handle.net/102.100.100/27000
NRS,NSI20130418,20,2013-04-18 11:05:00,35.26,1,,,0,,0,,0,,0,,0,,,9,WOCE - no data,,9,,,9,,http://hdl.handle.net/102.100.100/27235
NRS,PHB20121009,50,2012-10-10 09:44:00,35.413,2,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/27399
NRS,PHB20120917,40,2012-09-17 23:38:00,35.428,1,,,0,,0,,0,,0,,0,,2087.36,1,,2326.98,1,,,9,,
NRS,NSI20100411,0,2010-04-12 08:50:00,35.081,1,,0.7,1,0.1,1,0.08,1,0.26,1,,9,,1971.3,1,,2302.11,1,,,9,,
NRS,MAI20090421,0,2009-04-21 12:00:00,35.365,1,,0.6,1,1.9,1,0.21,1,0.12,1,,9,,2075.52,1,,2327.27,1,,,9,,
NRS,ESP20090512,10,2009-05-12 13:50:00,,9,,0.1,1,0.1,1,0.22,1,,0,,9,,,9,,,9,,1.5,1,,
NRS,DAR20110627,14,2011-06-27 08:45:00,32.888,1,,6.3,1,0.2,1,0.32,1,0.11,1,,9,,1931.42,1,,2203.74,1,,,9,,
NRS,ROT20100924,40,2010-09-24 12:37:00,35.602,1,,,0,,0,,0,,0,,0,,2036.17,1,,2329.96,1,,,9,,
NRS,PHB20090623,60,2009-06-24 09:25:00,35.394,1,,,0,,0,,0,,0,,0,,2087.73,1,,2319.65,1,,,9,,
NRS,PHB20110517,75,2011-05-18 09:40:00,35.511,1,,,0,,0,,0,,0,,0,,2057.83,1,,2325.99,1,,,9,,
NRS,MAI20120222,82,2012-02-22 11:15:00,35.295,1,,,0,,0,,0,,0,,0,,2118.44,1,,2321.37,1,,204.4,1,,http://hdl.handle.net/102.100.100/35723
NRS,KAI20120215,0,2012-02-15 12:05:00,35.943,1,,,0,,0,,0,,0,,0,,2090.04,1,,2356.35,1,,,9,,
NRS,ROT20100820,40,2010-08-20 14:45:00,35.438,1,,,0,,0,,0,,0,,0,,2037.1,1,,2328.04,1,,,9,,
NRS,ROT20101124,20,2010-11-24 11:22:00,35.604,1,,1.7,1,0,1,0.1,1,0.04,1,,9,,2026.69,1,,2336.74,1,,,9,,
NRS,PHB20090714,60,2009-07-15 09:30:00,35.47,1,,2,1,4.7,1,0.39,1,0.31,1,,9,,2071.1,1,,2324.67,1,,,9,,
NRS,ESP20100629,10,2010-06-29 10:20:00,35.811,1,,0,1,0.1,1,0.09,1,,0,,9,,,9,,,9,,1.1,1,,
NRS,KAI20120215,50,2012-02-15 12:05:00,35.411,1,,0.6,1,2.8,1,0.27,1,0.08,1,,9,,2106.83,1,,2331.74,1,,,9,,
NRS,PHB20110228,50,2011-03-01 09:45:00,35.465,1,,2.2,1,5,1,0.44,1,0,1,,9,,,9,,,9,,,9,,
NRS,ROT20111020,20,2011-10-20 12:15:00,35.273,1,,2,1,0.1,1,0.09,1,0.06,1,,9,,2018.94,1,,2312.99,1,WOCE - average of duplicates,,9,,
NRS,NSI20101215,50,2010-12-16 08:45:00,35.562,1,,1.8,1,5.8,1,0.44,1,0.3,1,,9,,2079.73,1,,2330.37,1,,,9,,
NRS,PHB20090223,50,2009-02-24 09:42:00,35.435,1,,3.5,1,8.2,1,0.74,1,0.71,2,,9,ammonia could be contaminated on sampling,,9,,,9,,,9,,
NRS,YON20120615,10,2012-06-15 10:56:00,35.147,1,,0.8,1,0,1,0.08,1,0,1,,9,,1970.27,1,,2280.04,1,,,9,,
NRS,NSI20121114,0,2012-11-14 11:40:00,35.362,1,,0.2,1,0,1,0.12,1,0.1,1,,9,,1994.08,1,,2314.03,1,,,9,,http://hdl.handle.net/102.100.100/27209
NRS,NSI20130326,20,2013-03-26 11:55:00,34.535,1,,1.7,1,0,1,0.1,1,0.31,1,,9,,,9,WOCE - no data,,9,,,9,,http://hdl.handle.net/102.100.100/27229
NRS,MAI20101214,20,2010-12-14 11:20:00,34.953,1,,,0,,0,,0,,0,,0,,,9,,,9,,282.1,1,,
NRS,PHB20120212,25,2012-02-13 10:15:00,35.007,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/35708
NRS,ROT20120221,50,2012-02-21 10:50:00,35.312,1,,,0,,0,,0,,0,,0,,2020.79,1,,2317.96,1,,,9,,
NRS,KAI20100112,20,2010-01-13 07:15:00,36.13,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,KAI20090205,20,2009-02-05 13:20:00,,9,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,MAI20130821,10,2013-08-21 11:36:00,35.419,1,,,0,,0,,0,,0,,0,,2094.27,1,,2332.62,1,,259.5,1,,http://hdl.handle.net/102.100.100/27082
NRS,PHB20130826,30,2013-08-27 10:15:00,35.579,1,,1.5,1,2.2,1,0.25,1,,9,,9,nutrients thawed in transit,,9,,,9,,,9,,
NRS,NSI20130520,50,2013-05-20 10:15:00,35.266,1,,,0,,0,,0,,0,,0,,1995.03,1,,2310.51,1,,,9,,http://hdl.handle.net/102.100.100/27244
NRS,NSI20140306,20,2014-03-06 11:15:00,35.616,1,,0.2,1,0.2,1,0.15,1,0.05,1,,9,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/27295
NRS,YON20130719,20,2013-07-19 11:23:00,35.098,1,,,0,,0,,0,,0,,0,,1975.97,1,,2275.01,1,WOCE - average of duplicates,,9,,
NRS,ROT20131017,30,2013-10-17 08:45:00,35.284,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,KAI20140713,30,2014-07-13 16:52:00,35.855,1,,,0,,0,,0,,0,,0,,2102.81,1,,2351.26,1,,,9,,
NRS,NSI20141223,10,2014-12-23 11:45:00,35.496,1,,,0,,0,,0,,0,,0,,1994.2,1,,2318.1,1,,,9,,http://hdl.handle.net/102.100.100/27348
NRS,MAI20140619,10,2014-06-19 11:35:00,35.332,1,,,0,,0,,0,,0,,0,,2098.02,1,,2323.67,1,,255,1,,http://hdl.handle.net/102.100.100/27122
NRS,PHB20141208,20,2014-12-09 11:48:00,35.5,1,,,0,,0,,0,,0,,0,,2030.61,1,,2325.97,1,,,9,,
NRS,YON20151111,0,2015-11-11 12:05:00,35.839,1,,2.1,1,0.1,1,0.05,1,0,1,,9,,2010.12,1,,2325.83,1,,,9,,http://hdl.handle.net/102.100.100/21969
NRS,MAI20150421,30,2015-04-21 12:10:00,35.613,1,,0.6,1,0.5,1,0.14,1,0.14,1,,9,,2067.93,1,,2337.56,1,,245.8,1,,
NRS,NSI20151119,30,2015-11-19 11:15:00,35.516,1,,0.8,1,0,1,0.12,1,0,1,,9,,2012.85,1,,2322.12,1,WOCE - average of duplicates,,9,,http://hdl.handle.net/102.100.100/34213
NRS,YON20160725,0,2016-07-25 11:28:00,35.452,1,,0.5,1,0,6,0.07,1,0,6,0,6,,1994.4,1,,2315.93,1,,,9,,
NRS,MAI20160428,0,2016-04-28 12:51:00,35.638,1,,0.5,1,0.2,1,0.09,1,0.07,1,,0,,2061.35,1,,2337.13,1,,244.2,1,,http://hdl.handle.net/102.100.100/34787
NRS,MAI20160428,75,2016-04-28 12:51:00,35.376,1,,8.6,1,0.7,1,0.02,1,0.13,1,,0,,2107.86,1,,2320.01,1,,201,1,,http://hdl.handle.net/102.100.100/34791
NRS,MAI20171217,85,2017-12-18 10:19:00,35.221,1,,,0,,0,,0,,0,,0,,2120.22,1,,2317.7,1,,222.9,1,,http://hdl.handle.net/102.100.100/139892
NRS,PHB20180326,0,2018-03-27 11:05:00,35.66,1,,0.3,1,0,6,0,6,0,6,0,6,,2021.18,1,,2337.76,1,,,9,,http://hdl.handle.net/102.100.100/139784
NRS,NSI20170217,57,2017-02-17 11:20:00,35.54,1,,,0,,0,,0,,0,,0,,2100.42,1,,2332.27,1,,,9,,
NRS,YON20170322,20,2017-03-22 12:30:00,35.426,4,no insert in bottle,,0,,0,,0,,0,,0,,1962.31,1,,2286.24,1,,,9,,http://hdl.handle.net/102.100.100/35562
NRS,DAR20170203_0030,10,2017-02-03 10:00:00,33.09,1,,,0,,0,,0,,0,,0,,1920.89,1,,2202.14,1,,,9,,http://hdl.handle.net/102.100.100/35365
NRS,MAI20170223,40,2017-02-24 10:20:00,35.481,1,,,0,,0,,0,,0,,0,,,9,,,9,,228.1,1,,
NRS,YON20171215,26,2017-12-15 11:55:00,35.518,1,,1.3,1,0,6,0,6,0,6,0,6,,1988.42,1,,2315.05,1,,,9,,http://hdl.handle.net/102.100.100/139994
NRS,ROT20180125,30,2018-01-25 11:26:00,35.639,1,,2.7,1,0.9,1,0.12,1,0.08,1,,0,,,9,,,9,,221.7,1,,
NRS,MAI20170921,30,2017-09-22 10:49:00,35.239,1,,,0,,0,,0,,0,,0,,2102.76,1,,2326.12,1,,271.7,1,,
NRS,NSI20170424,57,2017-04-24 11:44:00,35.641,1,,,0,,0,,0,,0,,0,,2055.27,1,,2334.44,1,,,9,,
NRS,PHB20170921,20,2017-09-21 08:48:00,35.575,1,,,0,,0,,0,,0,,0,,2081.84,1,,2334.95,1,WOCE - average of duplicates,,9,,
NRS,YON20170724,10,2017-07-24 12:05:00,35.407,1,,1.4,1,0,6,0.05,1,0,6,0,6,,1994.25,1,,2312.2,1,,,9,,http://hdl.handle.net/102.100.100/35577
NRS,ROT20170303,10,2017-03-03 12:25:00,35.735,1,,2.1,1,0,6,0.1,1,0.09,1,,0,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/35521
NRS,ROT20200128,10,2020-01-28 10:30:00,36.02,1,,1.9,1,0.1,1,0.07,1,0.12,1,0,6,,,9,,,9,,227.8,1,,
NRS,YON20200306,10,2020-03-06 11:00:00,34.71,1,,2.7,1,0,6,0,6,0,6,0,6,,1958.28,1,,2264.35,1,WOCE - average of duplicates,,9,,
NRS,MAI20200526,0,2020-05-26 10:45:00,35.112,1,,,0,,0,,0,,0,,0,,2099.34,1,,2311.66,1,,257.6,1,,http://hdl.handle.net/102.100.100/141134
NRS,NSI20200917,0,2020-09-17 11:20:00,35.593,1,,,0,,0,,0,,0,,0,,2025.9,1,,2333,1,,,9,,
