TRIP_CODE,SAMPLE_CODE,SAMPLEDEPTH_M,SAMPLEDATELOCAL,REPLICATE,PROCHLOROCOCCUS_CELLSML,SYNECOCHOCCUS_CELLSML,PICOEUKARYOTES_CELLSML,PROCHLOROCOCCUS_FLAG,SYNECOCHOCCUS_FLAG,PICOEUKARYOTES_FLAG,PICO_COMMENTS,ANALYSIS_LOCATION,ANALYSIS_DATE,ANALYST_NAME,TEMP_THAWED_DEGC,INTERNAL_STANDARD,INSTRUMENT_BRAND_MODEL,INSTRUMENT_SERIAL_NUMBER,LASER_NM,MODE_TYPE,ANALYSIS_VOLUME_UL,FLOW_RATE_UL_PER_MIN,ANALYSIS_TIME_MINUTES,BATCH_COMMENTS
PHB20190121,NRSPHB20190121_PHYCYT050_02,50,2019-01-22 10:00:00,2,2160.58,2416.02,2703.39,1,1,1,,CSIRO,2019-05-20 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190121,NRSPHB20190121_PHYCYT020_02,20,2019-01-22 10:00:00,2,,,,0,0,0,,,,,,,,,,,,,,
PHB20190121,NRSPHB20190121_PHYCYT000_03,0,2019-01-22 10:00:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190121,NRSPHB20190121_PHYCYT030_03,30,2019-01-22 10:00:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190121,NRSPHB20190121_PHYCYT020_03,20,2019-01-22 10:00:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190121,NRSPHB20190121_PHYCYT100_03,100,2019-01-22 10:00:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190121,NRSPHB20190121_PHYCYT025_03,25,2019-01-22 10:00:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190121,NRSPHB20190121_PHYCYT040_03,40,2019-01-22 10:00:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190121,NRSPHB20190121_PHYCYT075_03,75,2019-01-22 10:00:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190121,NRSPHB20190121_PHYCYT010_03,10,2019-01-22 10:00:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190121,NRSPHB20190121_PHYCYT050_03,50,2019-01-22 10:00:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190227,NRSPHB20190227_PHYCYT030_01,30,2019-02-28 10:45:00,1,,,,0,0,0,,,,,,,,,,,,,,
PHB20190227,NRSPHB20190227_PHYCYT040_01,40,2019-02-28 10:45:00,1,,,,0,0,0,,,,,,,,,,,,,,
PHB20190227,NRSPHB20190227_PHYCYT020_01,20,2019-02-28 10:45:00,1,,,,0,0,0,,,,,,,,,,,,,,
PHB20190227,NRSPHB20190227_PHYCYT075_01,75,2019-02-28 10:45:00,1,12528.99,5216.75,1934.3,1,1,1,,CSIRO,2020-01-22 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190227,NRSPHB20190227_PHYCYT050_01,50,2019-02-28 10:45:00,1,14341.27,9667.46,2589.68,1,1,1,,CSIRO,2020-01-22 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190227,NRSPHB20190227_PHYCYT025_01,25,2019-02-28 10:45:00,1,9914.78,7980.91,1806.26,1,1,1,,CSIRO,2020-01-22 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190227,NRSPHB20190227_PHYCYT010_01,10,2019-02-28 10:45:00,1,17937.86,1516.67,1647.74,1,1,1,,CSIRO,2020-01-22 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190227,NRSPHB20190227_PHYCYT000_01,0,2019-02-28 10:45:00,1,7130.99,1330.41,2381.43,1,1,1,,CSIRO,2020-01-22 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190227,NRSPHB20190227_PHYCYT100_01,100,2019-02-28 10:45:00,1,4924.49,3042.7,2836.73,1,1,1,,CSIRO,2020-01-22 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190227,NRSPHB20190227_PHYCYT040_02,40,2019-02-28 10:45:00,2,,,,0,0,0,,,,,,,,,,,,,,
PHB20190227,NRSPHB20190227_PHYCYT030_02,30,2019-02-28 10:45:00,2,,,,0,0,0,,,,,,,,,,,,,,
PHB20190227,NRSPHB20190227_PHYCYT020_02,20,2019-02-28 10:45:00,2,,,,0,0,0,,,,,,,,,,,,,,
PHB20190227,NRSPHB20190227_PHYCYT000_02,0,2019-02-28 10:45:00,2,13961.64,1565.14,2257.69,1,1,1,,CSIRO,2020-01-22 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190227,NRSPHB20190227_PHYCYT010_02,10,2019-02-28 10:45:00,2,17739.49,690.76,1531.68,1,1,1,,CSIRO,2020-01-22 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190227,NRSPHB20190227_PHYCYT025_02,25,2019-02-28 10:45:00,2,14046.83,6055.79,1761.29,1,1,1,,CSIRO,2020-01-22 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190227,NRSPHB20190227_PHYCYT050_02,50,2019-02-28 10:45:00,2,12072.42,8990.36,1936.95,1,1,1,,CSIRO,2020-01-22 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190227,NRSPHB20190227_PHYCYT075_02,75,2019-02-28 10:45:00,2,11000.4,5055.56,2265.86,1,1,1,,CSIRO,2020-01-22 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190227,NRSPHB20190227_PHYCYT100_02,100,2019-02-28 10:45:00,2,4248.52,2717.94,2717.94,1,1,1,,CSIRO,2020-01-22 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190227,NRSPHB20190227_PHYCYT075_03,75,2019-02-28 10:45:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190227,NRSPHB20190227_PHYCYT100_03,100,2019-02-28 10:45:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190227,NRSPHB20190227_PHYCYT000_03,0,2019-02-28 10:45:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190227,NRSPHB20190227_PHYCYT025_03,25,2019-02-28 10:45:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190227,NRSPHB20190227_PHYCYT020_03,20,2019-02-28 10:45:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190227,NRSPHB20190227_PHYCYT050_03,50,2019-02-28 10:45:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190227,NRSPHB20190227_PHYCYT030_03,30,2019-02-28 10:45:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190227,NRSPHB20190227_PHYCYT010_03,10,2019-02-28 10:45:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190227,NRSPHB20190227_PHYCYT040_03,40,2019-02-28 10:45:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190408,NRSPHB20190408_PHYCYT020_01,20,2019-04-09 09:16:00,1,,,,0,0,0,,,,,,,,,,,,,,
PHB20190408,NRSPHB20190408_PHYCYT030_01,30,2019-04-09 09:16:00,1,,,,0,0,0,,,,,,,,,,,,,,
PHB20190408,NRSPHB20190408_PHYCYT040_01,40,2019-04-09 09:16:00,1,,,,0,0,0,,,,,,,,,,,,,,
PHB20190408,NRSPHB20190408_PHYCYT100_01,100,2019-04-09 09:16:00,1,20373.89,2103.11,4934.22,1,1,1,,CSIRO,2020-02-11 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190408,NRSPHB20190408_PHYCYT075_01,75,2019-04-09 09:16:00,1,25797.25,3970.23,7142.71,1,1,1,,CSIRO,2020-02-11 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190408,NRSPHB20190408_PHYCYT010_01,10,2019-04-09 09:16:00,1,61237.76,51884.98,29247.33,1,1,1,,CSIRO,2020-02-11 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190408,NRSPHB20190408_PHYCYT025_01,25,2019-04-09 09:16:00,1,41858.13,32776.85,32804.94,1,1,1,,CSIRO,2020-02-11 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190408,NRSPHB20190408_PHYCYT050_01,50,2019-04-09 09:16:00,1,22634.05,9025.79,11261.37,1,1,1,,CSIRO,2020-02-11 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190408,NRSPHB20190408_PHYCYT000_01,0,2019-04-09 09:16:00,1,61097.14,53398.68,24837.29,1,1,1,,CSIRO,2020-02-11 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190408,NRSPHB20190408_PHYCYT050_02,50,2019-04-09 09:16:00,2,29827.78,11328.19,11506.07,1,1,1,,CSIRO,2020-02-11 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190408,NRSPHB20190408_PHYCYT020_02,20,2019-04-09 09:16:00,2,,,,0,0,0,,,,,,,,,,,,,,
PHB20190408,NRSPHB20190408_PHYCYT040_02,40,2019-04-09 09:16:00,2,,,,0,0,0,,,,,,,,,,,,,,
PHB20190408,NRSPHB20190408_PHYCYT100_02,100,2019-04-09 09:16:00,2,11462.6,1041.14,4985.48,1,1,1,,CSIRO,2020-02-11 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190408,NRSPHB20190408_PHYCYT025_02,25,2019-04-09 09:16:00,2,38912.76,30723.76,32625.85,1,1,1,,CSIRO,2020-02-11 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190408,NRSPHB20190408_PHYCYT030_02,30,2019-04-09 09:16:00,2,,,,0,0,0,,,,,,,,,,,,,,
PHB20190408,NRSPHB20190408_PHYCYT075_02,75,2019-04-09 09:16:00,2,15297.74,2424.79,7573.97,1,1,1,,CSIRO,2020-02-11 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190408,NRSPHB20190408_PHYCYT010_02,10,2019-04-09 09:16:00,2,64924.46,49284.71,30407.54,1,1,1,,CSIRO,2020-02-11 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190408,NRSPHB20190408_PHYCYT000_02,0,2019-04-09 09:16:00,2,69716.61,57523.21,26188.78,1,1,1,,CSIRO,2020-02-11 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190408,NRSPHB20190408_PHYCYT050_03,50,2019-04-09 09:16:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190408,NRSPHB20190408_PHYCYT075_03,75,2019-04-09 09:16:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190408,NRSPHB20190408_PHYCYT040_03,40,2019-04-09 09:16:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190408,NRSPHB20190408_PHYCYT020_03,20,2019-04-09 09:16:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190408,NRSPHB20190408_PHYCYT000_03,0,2019-04-09 09:16:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190408,NRSPHB20190408_PHYCYT030_03,30,2019-04-09 09:16:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190408,NRSPHB20190408_PHYCYT100_03,100,2019-04-09 09:16:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190408,NRSPHB20190408_PHYCYT010_03,10,2019-04-09 09:16:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190408,NRSPHB20190408_PHYCYT025_03,25,2019-04-09 09:16:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190522,NRSPHB20190522_PHYCYT010_01,10,2019-05-23 08:50:00,1,52327.41,45018.52,4901.48,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190522,NRSPHB20190522_PHYCYT000_01,0,2019-05-23 08:50:00,1,43695.86,37946.41,4440.96,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190522,NRSPHB20190522_PHYCYT025_01,25,2019-05-23 08:50:00,1,44261.9,41135.71,5829.37,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190522,NRSPHB20190522_PHYCYT050_01,50,2019-05-23 08:50:00,1,17076.54,5926.23,18293.62,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190522,NRSPHB20190522_PHYCYT075_01,75,2019-05-23 08:50:00,1,16566.67,2455.56,3244.44,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190522,NRSPHB20190522_PHYCYT100_01,100,2019-05-23 08:50:00,1,8385.73,1178.08,3951.68,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190522,NRSPHB20190522_PHYCYT010_02,10,2019-05-23 08:50:00,2,43092.1,42445.82,4503.09,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190522,NRSPHB20190522_PHYCYT000_02,0,2019-05-23 08:50:00,2,49807.75,38474.88,4613.19,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190522,NRSPHB20190522_PHYCYT075_02,75,2019-05-23 08:50:00,2,14590.44,1837.4,3022.46,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190522,NRSPHB20190522_PHYCYT100_02,100,2019-05-23 08:50:00,2,7602.06,1104.73,4100.62,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190522,NRSPHB20190522_PHYCYT025_02,25,2019-05-23 08:50:00,2,38969.05,40588.89,5416.67,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190522,NRSPHB20190522_PHYCYT050_02,50,2019-05-23 08:50:00,2,13181.21,4062.83,19468.48,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190522,NRSPHB20190522_PHYCYT075_03,75,2019-05-23 08:50:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190522,NRSPHB20190522_PHYCYT100_03,100,2019-05-23 08:50:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190522,NRSPHB20190522_PHYCYT000_03,0,2019-05-23 08:50:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190522,NRSPHB20190522_PHYCYT010_03,10,2019-05-23 08:50:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190522,NRSPHB20190522_PHYCYT050_03,50,2019-05-23 08:50:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190522,NRSPHB20190522_PHYCYT025_03,25,2019-05-23 08:50:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190626,NRSPHB20190626_PHYCYT050_01,50,2019-06-27 11:09:00,1,2840.3,753.74,2261.21,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190626,NRSPHB20190626_PHYCYT075_01,75,2019-06-27 11:09:00,1,0,173.07,929.13,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190626,NRSPHB20190626_PHYCYT100_01,100,2019-06-27 11:09:00,1,0,231.91,482.36,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190626,NRSPHB20190626_PHYCYT000_01,0,2019-06-27 11:09:00,1,11071.67,6754.22,11698.56,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190626,NRSPHB20190626_PHYCYT010_01,10,2019-06-27 11:09:00,1,7982.96,6451.85,12508.89,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190626,NRSPHB20190626_PHYCYT025_01,25,2019-06-27 11:09:00,1,4468.15,5700.74,10053.33,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190626,NRSPHB20190626_PHYCYT010_02,10,2019-06-27 11:09:00,2,6637.76,6937.35,12152.06,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190626,NRSPHB20190626_PHYCYT025_02,25,2019-06-27 11:09:00,2,3347.46,6459.33,11318.55,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190626,NRSPHB20190626_PHYCYT075_02,75,2019-06-27 11:09:00,2,0,183.84,716.97,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190626,NRSPHB20190626_PHYCYT050_02,50,2019-06-27 11:09:00,2,0,425.23,1634.79,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190626,NRSPHB20190626_PHYCYT100_02,100,2019-06-27 11:09:00,2,0,252.78,340.28,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190626,NRSPHB20190626_PHYCYT000_02,0,2019-06-27 11:09:00,2,8018.81,6567.22,11252.37,1,1,1,,CSIRO,2020-02-05 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
PHB20190626,NRSPHB20190626_PHYCYT050_03,50,2019-06-27 11:09:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190626,NRSPHB20190626_PHYCYT075_03,75,2019-06-27 11:09:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190626,NRSPHB20190626_PHYCYT025_03,25,2019-06-27 11:09:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190626,NRSPHB20190626_PHYCYT100_03,100,2019-06-27 11:09:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190626,NRSPHB20190626_PHYCYT010_03,10,2019-06-27 11:09:00,3,,,,0,0,0,,,,,,,,,,,,,,
PHB20190626,NRSPHB20190626_PHYCYT000_03,0,2019-06-27 11:09:00,3,,,,0,0,0,,,,,,,,,,,,,,
