I_SAMPLE_ID,TRIP_CODE,SCIENTIFICNAME,SPCODE,TAXON_COUNT,COMMENTS
1571,Kapala T13,Myctophidae - undifferentiated,37122000,14,
1571,Kapala T13,Order Anguilliformes - undifferentiated,37990025,2,
1571,Kapala T13,Pseudocaranx georgianus,37337062,1,
1571,Kapala T13,Serranidae subfam. Anthiinae,37311907,1,
1571,Kapala T13,Sillago flindersi,37330014,1,
1571,Kapala T13,Trachurus novaezelandiae,37337003,1,
1571,Kapala T13,Triglidae & Peristediidae - undifferentiated,37288000,3,
1572,Kapala T13,Bothidae - undifferentiated,37460922,1,
1572,Kapala T13,Myctophidae - undifferentiated,37122000,6,
1572,Kapala T13,Platycephalidae - undifferentiated,37296900,1,
1572,Kapala T13,Trachurus novaezelandiae,37337003,1,
1572,Kapala T13,Triglidae & Peristediidae - undifferentiated,37288000,3,
1573,Kapala T13,Acanthopagrus australis,37353004,38,
1573,Kapala T13,Gerres subfasciatus,37349005,1,
1573,Kapala T13,Liza argentea,37381004,1,
1573,Kapala T13,Myctophidae - undifferentiated,37122000,1,
1573,Kapala T13,Sardinops sagax,37085002,1,
1573,Kapala T13,Seriola spp.,37337927,1,
1573,Kapala T13,Trachurus novaezelandiae,37337003,2,
1573,Kapala T13,Triglidae & Peristediidae - undifferentiated,37288000,1,
1574,Kapala T13,Acanthopagrus australis,37353004,53,
1574,Kapala T13,Exocoetidae - undifferentiated,37233000,2,
1574,Kapala T13,Macroramphosus spp.,37279902,1,
1574,Kapala T13,Mullidae - undifferentiated,37355000,1,
1574,Kapala T13,Order Lophiiformes - undifferentiated,37990052,1,
1574,Kapala T13,Pelates spp.,37321908,1,
1574,Kapala T13,Seriola spp.,37337927,1,
1574,Kapala T13,Tetraodontidae - undifferentiated,37467000,1,
1575,Kapala T13,Acanthopagrus australis,37353004,73,
1575,Kapala T13,Kyphosus spp.,37361903,1,
1575,Kapala T13,Macroramphosus spp.,37279902,1,
1575,Kapala T13,Monacanthidae - undifferentiated,37465903,1,
1575,Kapala T13,Order Lophiiformes - undifferentiated,37990052,1,
1576,Kapala T13,Acanthopagrus australis,37353004,83,
1576,Kapala T13,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
1577,Kapala T13,Acanthopagrus australis,37353004,54,
1577,Kapala T13,Seriola spp.,37337927,4,
1577,Kapala T13,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
1578,Kapala T13,Acanthopagrus australis,37353004,72,
1578,Kapala T13,Order Lophiiformes - undifferentiated,37990052,1,
1579,Kapala T14,Argyrosomus japonicus,37354001,1,
1579,Kapala T14,Bothidae - undifferentiated,37460922,5,
1579,Kapala T14,Callionymidae - undifferentiated,37427917,1,
1579,Kapala T14,Centropogon australis,37287048,1,
1579,Kapala T14,Cepola australis,37380001,4,
1579,Kapala T14,Creedia spp.,37395901,2,
1579,Kapala T14,Engraulis australis,37086001,2,
1579,Kapala T14,Moridae - undifferentiated,37224903,4,
1579,Kapala T14,Neosebastes spp.,37287927,13,
1579,Kapala T14,Pinguipedidae - undifferentiated,37390000,4,
1579,Kapala T14,Pseudorhombus spp.,37460919,1,
1579,Kapala T14,Sardinops sagax,37085002,10,
1579,Kapala T14,Sillago flindersi,37330014,4,
1579,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,1,
1580,Kapala T14,Bothidae - undifferentiated,37460922,4,
1580,Kapala T14,Callionymidae - undifferentiated,37427917,10,
1580,Kapala T14,Centropogon australis,37287048,1,
1580,Kapala T14,Cepola australis,37380001,9,
1580,Kapala T14,Creedia spp.,37395901,5,
1580,Kapala T14,Engraulis australis,37086001,2,
1580,Kapala T14,Gobiidae - undifferentiated,37428000,2,
1580,Kapala T14,Labridae - undifferentiated,37384000,2,
1580,Kapala T14,Moridae - undifferentiated,37224903,8,
1580,Kapala T14,Neosebastes spp.,37287927,15,
1580,Kapala T14,Pinguipedidae - undifferentiated,37390000,4,
1580,Kapala T14,Platycephalidae - undifferentiated,37296900,1,
1580,Kapala T14,Pseudorhombus spp.,37460919,2,
1580,Kapala T14,Sardinops sagax,37085002,18,
1580,Kapala T14,Sillago flindersi,37330014,6,
1580,Kapala T14,Trachurus novaezelandiae,37337003,1,
1580,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,1,
1581,Kapala T14,Ambassis jacksoniensis,37310012,1,
1581,Kapala T14,Callionymidae - undifferentiated,37427917,6,
1581,Kapala T14,Centropogon australis,37287048,2,
1581,Kapala T14,Cepola australis,37380001,8,
1581,Kapala T14,Creedia spp.,37395901,3,
1581,Kapala T14,Etrumeus teres,37085001,1,
1581,Kapala T14,Moridae - undifferentiated,37224903,6,
1581,Kapala T14,Neosebastes spp.,37287927,12,
1581,Kapala T14,Pinguipedidae - undifferentiated,37390000,1,
1581,Kapala T14,Platycephalidae - undifferentiated,37296900,3,
1581,Kapala T14,Pseudorhombus spp.,37460919,1,
1581,Kapala T14,Sardinops sagax,37085002,13,
1581,Kapala T14,Sillago flindersi,37330014,6,
1581,Kapala T14,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
1581,Kapala T14,Trachurus novaezelandiae,37337003,5,
1581,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,4,
1582,Kapala T14,Bothidae - undifferentiated,37460922,4,
1582,Kapala T14,Callionymidae - undifferentiated,37427917,2,
1582,Kapala T14,Centropogon australis,37287048,2,
1582,Kapala T14,Cepola australis,37380001,4,
1582,Kapala T14,Creedia spp.,37395901,3,
1582,Kapala T14,Engraulis australis,37086001,1,
1582,Kapala T14,Labridae - undifferentiated,37384000,1,
1582,Kapala T14,Labridae: Odacinae - undifferentiated,37385000,1,
1582,Kapala T14,Moridae - undifferentiated,37224903,1,
1582,Kapala T14,Neosebastes spp.,37287927,9,
1582,Kapala T14,Platycephalidae - undifferentiated,37296900,2,
1582,Kapala T14,Pseudorhombus spp.,37460919,3,
1582,Kapala T14,Sardinops sagax,37085002,4,
1582,Kapala T14,Sillago flindersi,37330014,6,
1582,Kapala T14,Trachurus novaezelandiae,37337003,1,
1583,Kapala T14,Argyrosomus japonicus,37354001,1,
1583,Kapala T14,Bothidae - undifferentiated,37460922,1,
1583,Kapala T14,Callionymidae - undifferentiated,37427917,7,
1583,Kapala T14,Centropogon australis,37287048,2,
1583,Kapala T14,Cepola australis,37380001,4,
1583,Kapala T14,Creedia spp.,37395901,2,
1583,Kapala T14,Engraulis australis,37086001,1,
1583,Kapala T14,Moridae - undifferentiated,37224903,1,
1583,Kapala T14,Neosebastes spp.,37287927,11,
1583,Kapala T14,Platycephalidae - undifferentiated,37296900,4,
1583,Kapala T14,Pseudorhombus spp.,37460919,1,
1583,Kapala T14,Sardinops sagax,37085002,2,
1583,Kapala T14,Sillago flindersi,37330014,3,
1583,Kapala T14,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
1584,Kapala T14,Argyrosomus japonicus,37354001,3,
1584,Kapala T14,Callionymidae - undifferentiated,37427917,7,
1584,Kapala T14,Centropogon australis,37287048,4,
1584,Kapala T14,Engraulis australis,37086001,1,
1584,Kapala T14,Neosebastes spp.,37287927,14,
1584,Kapala T14,Pinguipedidae - undifferentiated,37390000,2,
1584,Kapala T14,Platycephalidae - undifferentiated,37296900,4,
1584,Kapala T14,Pseudorhombus spp.,37460919,1,
1584,Kapala T14,Sillago flindersi,37330014,3,
1584,Kapala T14,Trachurus novaezelandiae,37337003,3,
1585,Kapala T14,Chrysophrys auratus,37353001,1,
1585,Kapala T14,Dactyloptena spp.,37308902,1,
1585,Kapala T14,Engraulis australis,37086001,1,
1585,Kapala T14,Gerres subfasciatus,37349005,21,
1585,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1585,Kapala T14,Labridae - undifferentiated,37384000,2,
1585,Kapala T14,Macroramphosus spp.,37279902,1,
1585,Kapala T14,Omobranchus anolius,37408058,1,
1585,Kapala T14,Pelates spp.,37321908,4,
1585,Kapala T14,Platycephalidae - undifferentiated,37296900,10,
1585,Kapala T14,Scorpis spp.,37361906,1,
1585,Kapala T14,Sillago ciliata,37330010,15,
1586,Kapala T14,Ambassis jacksoniensis,37310012,1,
1586,Kapala T14,Centropogon australis,37287048,2,
1586,Kapala T14,Chrysophrys auratus,37353001,1,
1586,Kapala T14,Gerres subfasciatus,37349005,15,
1586,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1586,Kapala T14,Macroramphosus spp.,37279902,2,
1586,Kapala T14,Monacanthidae - undifferentiated,37465903,1,
1586,Kapala T14,Omobranchus anolius,37408058,2,
1586,Kapala T14,Parablennius spp.,37408918,1,
1586,Kapala T14,Pelates spp.,37321908,2,
1586,Kapala T14,Platycephalidae - undifferentiated,37296900,10,
1586,Kapala T14,Pomacentridae - undifferentiated,37372000,1,
1586,Kapala T14,Sardinops sagax,37085002,2,
1586,Kapala T14,Sillago ciliata,37330010,17,
1587,Kapala T14,Gerres subfasciatus,37349005,20,
1587,Kapala T14,Omobranchus anolius,37408058,1,
1587,Kapala T14,Pelates spp.,37321908,3,
1587,Kapala T14,Platycephalidae - undifferentiated,37296900,2,
1587,Kapala T14,Sardinops sagax,37085002,1,
1587,Kapala T14,Sillago ciliata,37330010,8,
1588,Kapala T14,Centropogon australis,37287048,1,
1588,Kapala T14,Chrysophrys auratus,37353001,1,
1588,Kapala T14,Gerres subfasciatus,37349005,41,
1588,Kapala T14,Liza argentea,37381004,2,
1588,Kapala T14,Omobranchus anolius,37408058,1,
1588,Kapala T14,Parablennius spp.,37408918,1,
1588,Kapala T14,Pelates spp.,37321908,4,
1588,Kapala T14,Platycephalidae - undifferentiated,37296900,3,
1588,Kapala T14,Pomacentridae - undifferentiated,37372000,1,
1588,Kapala T14,Sillago ciliata,37330010,24,
1589,Kapala T14,Chrysophrys auratus,37353001,1,
1589,Kapala T14,Gerres subfasciatus,37349005,41,
1589,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1589,Kapala T14,Liza argentea,37381004,1,
1589,Kapala T14,Omobranchus anolius,37408058,2,
1589,Kapala T14,Parablennius spp.,37408918,3,
1589,Kapala T14,Platycephalidae - undifferentiated,37296900,7,
1589,Kapala T14,Sillago ciliata,37330010,25,
1589,Kapala T14,Tripterygiidae - undifferentiated,37415000,1,
1590,Kapala T14,Gerres subfasciatus,37349005,25,
1590,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1590,Kapala T14,Monodactylus argenteus,37356002,1,
1590,Kapala T14,Omobranchus anolius,37408058,2,
1590,Kapala T14,Parablennius spp.,37408918,1,
1590,Kapala T14,Pelates spp.,37321908,3,
1590,Kapala T14,Petroscirtes lupus,37408073,1,
1590,Kapala T14,Platycephalidae - undifferentiated,37296900,1,
1590,Kapala T14,Schuettea spp.,37356902,2,
1590,Kapala T14,Sillago ciliata,37330010,11,
1591,Kapala T14,Argyrosomus japonicus,37354001,1,
1591,Kapala T14,Callionymidae - undifferentiated,37427917,8,
1591,Kapala T14,Centroberyx affinis,37258003,8,
1591,Kapala T14,Cepola australis,37380001,5,
1591,Kapala T14,Creedia spp.,37395901,2,
1591,Kapala T14,Engraulis australis,37086001,1,
1591,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1591,Kapala T14,Liza argentea,37381004,1,
1591,Kapala T14,Moridae - undifferentiated,37224903,3,
1591,Kapala T14,Myctophidae - undifferentiated,37122000,1,
1591,Kapala T14,Neosebastes spp.,37287927,10,
1591,Kapala T14,Pinguipedidae - undifferentiated,37390000,1,
1591,Kapala T14,Platycephalidae - undifferentiated,37296900,2,
1591,Kapala T14,Sardinops sagax,37085002,11,
1591,Kapala T14,Serranidae subfam. Anthiinae,37311907,1,
1591,Kapala T14,Sillago flindersi,37330014,1,
1591,Kapala T14,Trachurus novaezelandiae,37337003,5,
1591,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,2,
1591,Kapala T14,Verilus anomalus,37311053,4,
1592,Kapala T14,Arripis trutta,37344002,1,
1592,Kapala T14,Callionymidae - undifferentiated,37427917,7,
1592,Kapala T14,Cepola australis,37380001,1,
1592,Kapala T14,Creedia spp.,37395901,2,
1592,Kapala T14,Moridae - undifferentiated,37224903,1,
1592,Kapala T14,Myctophidae - undifferentiated,37122000,1,
1592,Kapala T14,Neosebastes spp.,37287927,7,
1592,Kapala T14,Pinguipedidae - undifferentiated,37390000,1,
1592,Kapala T14,Sardinops sagax,37085002,4,
1592,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,2,
1593,Kapala T14,Bothidae - undifferentiated,37460922,2,
1593,Kapala T14,Callionymidae - undifferentiated,37427917,20,
1593,Kapala T14,Centroberyx affinis,37258003,1,
1593,Kapala T14,Cepola australis,37380001,3,
1593,Kapala T14,Creedia spp.,37395901,4,
1593,Kapala T14,Moridae - undifferentiated,37224903,1,
1593,Kapala T14,Neosebastes spp.,37287927,15,
1593,Kapala T14,Pinguipedidae - undifferentiated,37390000,4,
1593,Kapala T14,Sardinops sagax,37085002,9,
1593,Kapala T14,Schuettea spp.,37356902,1,
1593,Kapala T14,Serranidae subfam. Anthiinae,37311907,1,
1593,Kapala T14,Sillago flindersi,37330014,3,
1593,Kapala T14,Trachurus novaezelandiae,37337003,2,
1593,Kapala T14,Verilus anomalus,37311053,1,
1594,Kapala T14,Bothidae - undifferentiated,37460922,2,
1594,Kapala T14,Callionymidae - undifferentiated,37427917,7,
1594,Kapala T14,Cepola australis,37380001,5,
1594,Kapala T14,Creedia spp.,37395901,8,
1594,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1594,Kapala T14,Neosebastes spp.,37287927,9,
1594,Kapala T14,Sardinops sagax,37085002,11,
1594,Kapala T14,Sillago flindersi,37330014,1,
1594,Kapala T14,Trachurus novaezelandiae,37337003,5,
1594,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,4,
1595,Kapala T14,Argyrosomus japonicus,37354001,2,
1595,Kapala T14,Callionymidae - undifferentiated,37427917,10,
1595,Kapala T14,Centropogon australis,37287048,1,
1595,Kapala T14,Cepola australis,37380001,3,
1595,Kapala T14,Creedia spp.,37395901,5,
1595,Kapala T14,Cynoglossidae - undifferentiated,37463000,1,
1595,Kapala T14,Labridae - undifferentiated,37384000,1,
1595,Kapala T14,Neosebastes spp.,37287927,6,
1595,Kapala T14,Pinguipedidae - undifferentiated,37390000,2,
1595,Kapala T14,Platycephalidae - undifferentiated,37296900,3,
1595,Kapala T14,Pseudorhombus spp.,37460919,1,
1595,Kapala T14,Sardinops sagax,37085002,9,
1595,Kapala T14,Sillago flindersi,37330014,2,
1595,Kapala T14,Trachurus novaezelandiae,37337003,2,
1595,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,2,
1596,Kapala T14,Callionymidae - undifferentiated,37427917,9,
1596,Kapala T14,Centropogon australis,37287048,1,
1596,Kapala T14,Cepola australis,37380001,2,
1596,Kapala T14,Creedia spp.,37395901,1,
1596,Kapala T14,Liza argentea,37381004,1,
1596,Kapala T14,Neosebastes spp.,37287927,7,
1596,Kapala T14,Platycephalidae - undifferentiated,37296900,3,
1596,Kapala T14,Platycephalus fuscus,37296004,2,
1596,Kapala T14,Sardinops sagax,37085002,3,
1596,Kapala T14,Seriolella spp.,37445909,1,
1596,Kapala T14,Sillago flindersi,37330014,6,
1596,Kapala T14,Trachurus novaezelandiae,37337003,5,
1596,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,2,
1597,Kapala T14,Gerres subfasciatus,37349005,5,
1597,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1597,Kapala T14,Labridae - undifferentiated,37384000,1,
1597,Kapala T14,Monacanthidae - undifferentiated,37465903,1,
1597,Kapala T14,Omobranchus anolius,37408058,1,
1597,Kapala T14,Parablennius spp.,37408918,1,
1597,Kapala T14,Pelates spp.,37321908,1,
1597,Kapala T14,Platycephalidae - undifferentiated,37296900,1,
1597,Kapala T14,Sardinops sagax,37085002,2,
1597,Kapala T14,Schuettea spp.,37356902,1,
1597,Kapala T14,Serranidae subfam. Anthiinae,37311907,1,
1597,Kapala T14,Sillago ciliata,37330010,10,
1598,Kapala T14,Centropogon australis,37287048,3,
1598,Kapala T14,Enoplosus armatus,37366001,1,
1598,Kapala T14,Gerres subfasciatus,37349005,13,
1598,Kapala T14,Gobiidae - undifferentiated,37428000,3,
1598,Kapala T14,Labridae - undifferentiated,37384000,2,
1598,Kapala T14,Omobranchus anolius,37408058,1,
1598,Kapala T14,Parablennius spp.,37408918,3,
1598,Kapala T14,Pempheris spp.,37357903,1,
1598,Kapala T14,Platycephalidae - undifferentiated,37296900,5,
1598,Kapala T14,Pseudocaranx georgianus,37337062,1,
1598,Kapala T14,Sardinops sagax,37085002,19,
1598,Kapala T14,Sillago ciliata,37330010,34,
1599,Kapala T14,Chrysophrys auratus,37353001,1,
1599,Kapala T14,Engraulis australis,37086001,1,
1599,Kapala T14,Gerres subfasciatus,37349005,4,
1599,Kapala T14,Gobiidae - undifferentiated,37428000,4,
1599,Kapala T14,Labridae - undifferentiated,37384000,2,
1599,Kapala T14,Parablennius spp.,37408918,2,
1599,Kapala T14,Platycephalidae - undifferentiated,37296900,1,
1599,Kapala T14,Sardinops sagax,37085002,16,
1599,Kapala T14,Sillago ciliata,37330010,22,
1599,Kapala T14,Tripterygiidae - undifferentiated,37415000,1,
1600,Kapala T14,Gerres subfasciatus,37349005,11,
1600,Kapala T14,Gobiidae - undifferentiated,37428000,3,
1600,Kapala T14,Labridae - undifferentiated,37384000,1,
1600,Kapala T14,Platycephalidae - undifferentiated,37296900,1,
1600,Kapala T14,Sardinops sagax,37085002,8,
1600,Kapala T14,Sillago ciliata,37330010,14,
1601,Kapala T14,Gerres subfasciatus,37349005,4,
1601,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1601,Kapala T14,Platycephalidae - undifferentiated,37296900,1,
1601,Kapala T14,Sardinops sagax,37085002,14,
1601,Kapala T14,Sillago ciliata,37330010,30,
1601,Kapala T14,Tripterygiidae - undifferentiated,37415000,2,
1602,Kapala T14,Chrysophrys auratus,37353001,1,
1602,Kapala T14,Clinidae - undifferentiated,37416000,3,
1602,Kapala T14,Engraulis australis,37086001,1,
1602,Kapala T14,Enoplosus armatus,37366001,1,
1602,Kapala T14,Gerres subfasciatus,37349005,21,
1602,Kapala T14,Gobiidae - undifferentiated,37428000,6,
1602,Kapala T14,Parablennius spp.,37408918,7,
1602,Kapala T14,Pelates spp.,37321908,1,
1602,Kapala T14,Platycephalidae - undifferentiated,37296900,3,
1602,Kapala T14,Sardinops sagax,37085002,26,
1602,Kapala T14,Sillago ciliata,37330010,22,
1603,Kapala T14,Argyrosomus japonicus,37354001,3,
1603,Kapala T14,Bothidae - undifferentiated,37460922,1,
1603,Kapala T14,Callionymidae - undifferentiated,37427917,9,
1603,Kapala T14,Centropogon australis,37287048,1,
1603,Kapala T14,Cepola australis,37380001,3,
1603,Kapala T14,Creedia spp.,37395901,3,
1603,Kapala T14,Engraulis australis,37086001,1,
1603,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1603,Kapala T14,Gonostomatidae - undifferentiated,37106912,1,
1603,Kapala T14,Labridae - undifferentiated,37384000,1,
1603,Kapala T14,Moridae - undifferentiated,37224903,6,
1603,Kapala T14,Neosebastes spp.,37287927,11,
1603,Kapala T14,Pempheris spp.,37357903,1,
1603,Kapala T14,Pinguipedidae - undifferentiated,37390000,1,
1603,Kapala T14,Platycephalidae - undifferentiated,37296900,1,
1603,Kapala T14,Sardinops sagax,37085002,5,
1603,Kapala T14,Sillago flindersi,37330014,4,
1603,Kapala T14,Trachurus novaezelandiae,37337003,1,
1603,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,1,
1603,Kapala T14,Verilus anomalus,37311053,5,
1604,Kapala T14,Bothidae - undifferentiated,37460922,1,
1604,Kapala T14,Callionymidae - undifferentiated,37427917,8,
1604,Kapala T14,Centropogon australis,37287048,2,
1604,Kapala T14,Cepola australis,37380001,1,
1604,Kapala T14,Creedia spp.,37395901,1,
1604,Kapala T14,Engraulis australis,37086001,2,
1604,Kapala T14,Labridae - undifferentiated,37384000,1,
1604,Kapala T14,Moridae - undifferentiated,37224903,1,
1604,Kapala T14,Neosebastes spp.,37287927,9,
1604,Kapala T14,Pinguipedidae - undifferentiated,37390000,2,
1604,Kapala T14,Platycephalidae - undifferentiated,37296900,2,
1604,Kapala T14,Sardinops sagax,37085002,4,
1604,Kapala T14,Sillago flindersi,37330014,1,
1604,Kapala T14,Soleidae - undifferentiated,37462000,1,
1604,Kapala T14,Syngnathidae - undifferentiated,37282000,1,
1604,Kapala T14,Trachurus novaezelandiae,37337003,1,
1605,Kapala T14,Argyrosomus japonicus,37354001,2,
1605,Kapala T14,Callionymidae - undifferentiated,37427917,6,
1605,Kapala T14,Centropogon australis,37287048,6,
1605,Kapala T14,Cepola australis,37380001,2,
1605,Kapala T14,Creedia spp.,37395901,3,
1605,Kapala T14,Engraulis australis,37086001,1,
1605,Kapala T14,Gobiidae - undifferentiated,37428000,3,
1605,Kapala T14,Labridae: Odacinae - undifferentiated,37385000,2,
1605,Kapala T14,Moridae - undifferentiated,37224903,10,
1605,Kapala T14,Neosebastes spp.,37287927,64,
1605,Kapala T14,Pinguipedidae - undifferentiated,37390000,5,
1605,Kapala T14,Platycephalidae - undifferentiated,37296900,2,
1605,Kapala T14,Sardinops sagax,37085002,12,
1605,Kapala T14,Sillago flindersi,37330014,16,
1605,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,3,
1606,Kapala T14,Ambassis jacksoniensis,37310012,1,
1606,Kapala T14,Callionymidae - undifferentiated,37427917,11,
1606,Kapala T14,Cepola australis,37380001,2,
1606,Kapala T14,Creedia spp.,37395901,4,
1606,Kapala T14,Engraulis australis,37086001,2,
1606,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1606,Kapala T14,Labridae: Odacinae - undifferentiated,37385000,1,
1606,Kapala T14,Neosebastes spp.,37287927,13,
1606,Kapala T14,Pinguipedidae - undifferentiated,37390000,5,
1606,Kapala T14,Platycephalidae - undifferentiated,37296900,2,
1606,Kapala T14,Sardinops sagax,37085002,2,
1606,Kapala T14,Sillago flindersi,37330014,4,
1606,Kapala T14,Trachurus novaezelandiae,37337003,1,
1606,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,2,
1607,Kapala T14,Argyrosomus japonicus,37354001,5,
1607,Kapala T14,Callionymidae - undifferentiated,37427917,9,
1607,Kapala T14,Centropogon australis,37287048,2,
1607,Kapala T14,Cepola australis,37380001,2,
1607,Kapala T14,Creedia spp.,37395901,5,
1607,Kapala T14,Cynoglossidae - undifferentiated,37463000,1,
1607,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1607,Kapala T14,Moridae - undifferentiated,37224903,5,
1607,Kapala T14,Neosebastes spp.,37287927,41,
1607,Kapala T14,Pinguipedidae - undifferentiated,37390000,6,
1607,Kapala T14,Platycephalidae - undifferentiated,37296900,1,
1607,Kapala T14,Platycephalus fuscus,37296004,1,
1607,Kapala T14,Sardinops sagax,37085002,10,
1607,Kapala T14,Schuettea spp.,37356902,1,
1607,Kapala T14,Serranidae subfam. Anthiinae,37311907,1,
1607,Kapala T14,Sillago flindersi,37330014,7,
1607,Kapala T14,Soleidae - undifferentiated,37462000,1,
1607,Kapala T14,Trachurus novaezelandiae,37337003,2,
1607,Kapala T14,Triglidae & Peristediidae - undifferentiated,37288000,6,
1608,Kapala T14,Argyrosomus japonicus,37354001,2,
1608,Kapala T14,Callionymidae - undifferentiated,37427917,21,
1608,Kapala T14,Centropogon australis,37287048,1,
1608,Kapala T14,Cepola australis,37380001,1,
1608,Kapala T14,Creedia spp.,37395901,4,
1608,Kapala T14,Engraulis australis,37086001,1,
1608,Kapala T14,Gobiidae - undifferentiated,37428000,3,
1608,Kapala T14,Labridae - undifferentiated,37384000,1,
1608,Kapala T14,Labridae: Odacinae - undifferentiated,37385000,1,
1608,Kapala T14,Neosebastes spp.,37287927,20,
1608,Kapala T14,Pinguipedidae - undifferentiated,37390000,4,
1608,Kapala T14,Sardinops sagax,37085002,6,
1608,Kapala T14,Sillago flindersi,37330014,5,
1608,Kapala T14,Trachurus novaezelandiae,37337003,3,
1609,Kapala T14,Engraulis australis,37086001,1,
1609,Kapala T14,Gobiidae - undifferentiated,37428000,2,
1609,Kapala T14,Labridae - undifferentiated,37384000,1,
1609,Kapala T14,Pelates spp.,37321908,1,
1609,Kapala T14,Platycephalidae - undifferentiated,37296900,7,
1609,Kapala T14,Sardinops sagax,37085002,2,
1609,Kapala T14,Sillaginidae - undifferentiated,37330000,1,
1609,Kapala T14,Sillago ciliata,37330010,4,
1609,Kapala T14,Trachurus novaezelandiae,37337003,2,
1610,Kapala T14,Acanthopagrus australis,37353004,1,
1610,Kapala T14,Centropogon australis,37287048,2,
1610,Kapala T14,Dactyloptena spp.,37308902,1,
1610,Kapala T14,Gerres subfasciatus,37349005,1,
1610,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1610,Kapala T14,Platycephalidae - undifferentiated,37296900,9,
1610,Kapala T14,Sillago ciliata,37330010,7,
1611,Kapala T14,Centropogon australis,37287048,1,
1611,Kapala T14,Gerres subfasciatus,37349005,1,
1611,Kapala T14,Platycephalidae - undifferentiated,37296900,15,
1611,Kapala T14,Sardinops sagax,37085002,1,
1611,Kapala T14,Sillago ciliata,37330010,6,
1612,Kapala T14,Ambassis marianus,37310018,1,
1612,Kapala T14,Centropogon australis,37287048,1,
1612,Kapala T14,Chrysophrys auratus,37353001,1,
1612,Kapala T14,Gerres subfasciatus,37349005,2,
1612,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1612,Kapala T14,Platycephalidae - undifferentiated,37296900,11,
1612,Kapala T14,Sardinops sagax,37085002,1,
1612,Kapala T14,Sillago ciliata,37330010,2,
1612,Kapala T14,Trachurus novaezelandiae,37337003,1,
1613,Kapala T14,Chrysophrys auratus,37353001,1,
1613,Kapala T14,Gerres subfasciatus,37349005,4,
1613,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1613,Kapala T14,Labridae - undifferentiated,37384000,1,
1613,Kapala T14,Pseudocaranx georgianus,37337062,1,
1613,Kapala T14,Pseudorhombus spp.,37460919,1,
1613,Kapala T14,Sillago ciliata,37330010,1,
1614,Kapala T14,Engraulis australis,37086001,1,
1614,Kapala T14,Gerres subfasciatus,37349005,6,
1614,Kapala T14,Gobiidae - undifferentiated,37428000,1,
1614,Kapala T14,Omobranchus anolius,37408058,1,
1614,Kapala T14,Platycephalidae - undifferentiated,37296900,3,
1614,Kapala T14,Pomacentridae - undifferentiated,37372000,1,
1614,Kapala T14,Sardinops sagax,37085002,1,
1614,Kapala T14,Sillaginidae - undifferentiated,37330000,1,
1614,Kapala T14,Sillago ciliata,37330010,4,
1615,Kapala T14,Argyrosomus japonicus,37354001,7,
1615,Kapala T14,Bothidae - undifferentiated,37460922,7,
1615,Kapala T14,Callionymidae - undifferentiated,37427917,6,
1615,Kapala T14,Centroberyx affinis,37258003,1,
1615,Kapala T14,Centropogon australis,37287048,7,
1615,Kapala T14,Cepola australis,37380001,13,
1615,Kapala T14,Creedia spp.,37395901,24,
1615,Kapala T14,Cynoglossidae - undifferentiated,37463000,1,
1615,Kapala T14,Engraulis australis,37086001,7,
1615,Kapala T14,Gobiidae - undifferentiated,37428000,4,
1615,Kapala T14,Labridae - undifferentiated,37384000,2,
1615,Kapala T14,Labridae: Odacinae - undifferentiated,37385000,1,
1615,Kapala T14,Moridae - undifferentiated,37224903,13,
1615,Kapala T14,Neosebastes spp.,37287927,29,
1615,Kapala T14,Pempheris spp.,37357903,2,
1615,Kapala T14,Pinguipedidae - undifferentiated,37390000,12,
