StationCode,SampleDateLocal,SampleDepth_m,Nitrate_umolL,Silicate_umolL,Phosphate_umolL,Salinity_psu,Temperature_degC,SOI
PHB,1963-11-19,30,0.2,,0.22,35.534,17.77,-9.3
PHB,1963-11-19,40,0.4,,0.26,35.516,17.58,-9.3
PHB,1963-11-19,50,3.2,,0.5,35.444,16.2,-9.3
PHB,1963-11-19,75,4.3,,0.62,35.426,15.28,-9.3
PHB,1963-11-19,100,4.9,,0.63,35.407,14.85,-9.3
PHB,1963-11-28,0,0.01,,0.22,35.407,18.72,-9.3
PHB,1963-11-28,10,0.01,,0.24,35.516,18.68,-9.3
PHB,1963-11-28,20,0.5,,0.42,35.498,17.66,-9.3
PHB,1963-11-28,30,4.7,,,35.444,16.2,-9.3
PHB,1963-11-28,40,6,,,35.389,15.35,-9.3
PHB,1963-11-28,50,7.3,,,35.389,14.6,-9.3
PHB,1963-11-28,75,9.5,,,35.353,13.91,-9.3
PHB,1963-11-28,100,9,,0.99,35.407,13.31,-9.3
PHB,1963-12-03,0,0.01,,0.1,35.407,20.02,-11.6
PHB,1963-12-03,10,0.01,,0.15,35.389,19.3,-11.6
PHB,1963-12-03,20,1.6,,0.38,35.407,17.54,-11.6
PHB,1963-12-03,30,3,,0.41,35.426,16.5,-11.6
PHB,1963-12-03,40,5.1,,0.54,35.407,16.76,-11.6
PHB,1963-12-03,50,7.7,,0.71,35.389,14.67,-11.6
PHB,1963-12-03,75,9.9,,0.73,35.299,13.7,-11.6
PHB,1963-12-03,100,10.4,,0.81,35.299,13.5,-11.6
PHB,1963-12-11,0,1.4,,0.12,35.119,19.13,-11.6
PHB,1963-12-11,10,1.9,,0.19,35.299,18.14,-11.6
PHB,1963-12-11,20,,,,35.426,16.26,-11.6
PHB,1963-12-11,30,,,,35.426,15.44,-11.6
PHB,1963-12-11,40,,,,35.407,14.75,-11.6
PHB,1963-12-11,50,9.4,,0.73,35.389,14.68,-11.6
PHB,1963-12-11,75,9.2,,0.71,35.389,14.11,-11.6
PHB,1963-12-11,100,10.5,,0.78,35.353,13.92,-11.6
PHB,1963-12-19,0,2.6,,0.13,,19.32,-11.6
PHB,1963-12-19,10,0.2,,0.17,,19.31,-11.6
PHB,1963-12-19,20,0.7,,0.15,,19.3,-11.6
PHB,1963-12-19,30,0.5,,0.26,,17.69,-11.6
PHB,1963-12-19,40,4.6,,0.62,35.462,16.6,-11.6
PHB,1963-12-19,50,7,,0.74,35.389,15.51,-11.6
PHB,1963-12-19,75,10.2,,0.82,35.371,13.95,-11.6
PHB,1963-12-19,100,11.4,,0.84,35.317,13.49,-11.6
PHB,1963-12-23,0,0.01,,0.15,35.227,21.84,-11.6
PHB,1963-12-23,10,0.1,,0.15,35.245,21.87,-11.6
PHB,1963-12-23,20,0.1,,0.14,,19.43,-11.6
PHB,1963-12-23,30,0.01,,0.16,35.299,19.28,-11.6
PHB,1963-12-23,40,1.9,,0.34,35.389,17.15,-11.6
PHB,1963-12-23,50,7.1,,0.75,35.407,15.43,-11.6
PHB,1963-12-23,75,8.9,,0.81,35.353,13.8,-11.6
PHB,1963-12-23,100,10.9,,0.8,35.335,13.63,-11.6
PHB,1963-12-30,0,0.9,,0.16,34.938,21.9,-11.6
PHB,1963-12-30,10,0.6,,0.16,35.281,21.02,-11.6
PHB,1963-12-30,20,0.6,,0.22,35.353,17.69,-11.6
PHB,1963-12-30,30,4.1,,0.52,35.498,16.96,-11.6
PHB,1963-12-30,40,4.8,,0.54,35.534,16.6,-11.6
PHB,1963-12-30,50,5,,0.66,35.498,16.38,-11.6
PHB,1963-12-30,75,9,,0.85,35.389,14.92,-11.6
PHB,1963-12-30,100,10.7,,0.93,35.317,13.75,-11.6
PHB,1964-01-07,0,0.7,,0.06,35.119,22.67,-4
PHB,1964-01-07,10,0.6,,0.06,,22.5,-4
PHB,1964-01-07,20,0.5,,0.09,35.371,19.59,-4
PHB,1964-01-07,30,0.6,,0.11,35.444,18.27,-4
PHB,1964-01-07,40,0.7,,0.15,35.444,17.53,-4
PHB,1964-01-07,50,3,,0.32,35.444,17.06,-4
PHB,1964-01-07,75,6,,0.5,35.444,16.32,-4
PHB,1964-01-07,100,8.1,,0.9,35.371,15.47,-4
PHB,1964-01-14,0,0.9,,0.15,35.299,21.7,-4
PHB,1964-01-14,10,0.5,,0.08,35.353,21.5,-4
PHB,1964-01-14,20,0.8,,0.17,35.389,20.04,-4
PHB,1964-01-14,30,3,,0.43,35.389,17.12,-4
PHB,1964-01-14,40,5.3,,0.56,35.389,16.2,-4
PHB,1964-01-14,75,6.7,,0.71,35.371,15.45,-4
PHB,1964-01-14,100,6.7,,0.75,35.371,15.29,-4
PHB,1964-01-23,0,1.1,,0.11,35.534,21.83,-4
PHB,1964-01-23,10,1.2,,0.1,35.588,21.84,-4
PHB,1964-01-23,20,0.6,,0.13,35.606,20.76,-4
PHB,1964-01-23,30,0.6,,0.3,35.624,20.2,-4
PHB,1964-01-23,40,1.9,,0.3,35.624,19.7,-4
PHB,1964-01-23,50,2.4,,0.34,35.642,19.28,-4
PHB,1964-01-23,75,1.7,,0.24,35.642,,-4
PHB,1964-01-23,100,2.4,,0.32,35.642,,-4
PHB,1964-01-29,0,1.1,,0.07,35.606,22.07,-4
PHB,1964-01-29,10,0.9,,0.06,35.588,21.96,-4
PHB,1964-01-29,20,0.7,,0.07,35.588,21.72,-4
PHB,1964-01-29,30,1,,0.07,35.588,21.39,-4
PHB,1964-01-29,40,1,,0.15,35.588,20.38,-4
PHB,1964-01-29,50,1,,0.15,35.588,19.41,-4
PHB,1964-01-29,75,4.6,,0.38,35.57,17.68,-4
PHB,1964-01-29,100,7.5,,0.62,35.462,15.91,-4
PHB,1964-02-04,0,1.3,,0.11,35.407,22.42,-0.3
PHB,1964-02-04,10,1.4,,0.08,35.552,22.12,-0.3
PHB,1964-02-04,20,0.8,,0.1,35.588,21.17,-0.3
PHB,1964-02-04,30,0.9,,0.11,35.588,20.1,-0.3
PHB,1964-02-04,40,1,,0.17,35.57,19.72,-0.3
PHB,1964-02-04,50,1.9,,0.24,35.588,19.14,-0.3
PHB,1964-02-04,75,2.9,,0.43,35.552,18.23,-0.3
PHB,1964-02-04,100,7.8,,0.68,35.335,14.83,-0.3
PHB,1964-02-11,0,1.4,,0.11,35.606,22.55,-0.3
PHB,1964-02-11,10,1.2,,0.11,35.606,22.34,-0.3
PHB,1964-02-11,20,0.8,,0.1,35.588,22.08,-0.3
PHB,1964-02-11,30,2,,0.26,35.588,19.62,-0.3
PHB,1964-02-11,40,2.8,,0.32,35.588,19.02,-0.3
PHB,1964-02-11,50,4.2,,0.43,35.57,18.63,-0.3
PHB,1964-02-11,75,5.5,,0.48,35.498,,-0.3
PHB,1964-02-11,100,6.1,,0.54,35.444,16.18,-0.3
PHB,1964-03-04,0,0.1,,0.11,35.642,21.57,8.4
PHB,1964-03-04,10,0.1,,0.14,35.624,21.32,8.4
PHB,1964-03-04,20,0.1,,0.15,35.624,21,8.4
PHB,1964-03-04,30,0.01,,0.15,35.606,21.02,8.4
PHB,1964-03-04,40,0.5,,0.25,35.57,20.19,8.4
PHB,1964-03-04,50,1.4,,0.26,35.552,18.75,8.4
PHB,1964-03-04,75,4.8,,0.34,35.498,16.48,8.4
PHB,1964-03-04,100,6.5,,0.42,,15.4,8.4
PHB,1964-03-17,0,0.01,,0.04,35.642,21.42,8.4
PHB,1964-03-17,10,0.01,,0.06,35.624,21.6,8.4
PHB,1964-03-17,20,0.01,,0.06,35.624,21.48,8.4
PHB,1964-03-17,30,0.01,,0.1,35.642,21.4,8.4
PHB,1964-03-17,40,0.01,,0.09,35.642,,8.4
PHB,1964-03-17,50,0.01,,0.07,35.624,,8.4
PHB,1964-03-17,75,0.6,,0.26,35.57,,8.4
PHB,1964-03-17,100,4.4,,0.44,35.48,16.78,8.4
PHB,1964-04-01,0,0.01,,0.08,35.642,21.18,13.5
PHB,1964-04-01,10,0.01,,0.11,35.642,21.11,13.5
PHB,1964-04-01,20,0.01,,0.11,35.642,21.12,13.5
PHB,1964-04-01,30,0.01,,0.13,35.642,21.11,13.5
PHB,1964-04-01,40,0.01,,0.12,35.66,21.12,13.5
PHB,1964-04-01,50,0.01,,0.12,35.642,,13.5
PHB,1964-04-01,75,0.01,,0.27,35.552,19.37,13.5
PHB,1964-04-01,100,2.5,,0.62,35.407,16.59,13.5
PHB,1964-04-07,0,0.01,,0.13,35.534,21.63,13.5
PHB,1964-04-07,10,0.01,,0.13,35.534,21.58,13.5
PHB,1964-04-07,20,0.01,,0.16,35.516,20.98,13.5
PHB,1964-04-07,30,0.01,,0.14,35.57,20.12,13.5
PHB,1964-04-07,40,0.01,,0.25,35.534,19.7,13.5
PHB,1964-04-07,50,0.01,,0.37,35.48,18.69,13.5
PHB,1964-04-07,75,2.3,,0.74,35.371,15.2,13.5
PHB,1964-04-07,100,0.3,,0.74,35.426,14.24,13.5
PHB,1964-04-14,0,0.01,,0.2,35.462,21.3,13.5
PHB,1964-04-14,10,0.01,,0.21,35.462,21.24,13.5
PHB,1964-04-14,20,0.01,,0.14,35.498,21.3,13.5
PHB,1964-04-14,30,0.01,,0.19,35.498,21.22,13.5
PHB,1964-04-14,40,0.01,,0.22,35.462,20.75,13.5
PHB,1964-04-14,50,0.01,,0.27,35.48,20.41,13.5
PHB,1964-04-14,75,1,,0.5,35.426,17.49,13.5
PHB,1964-04-14,100,1.9,,0.72,35.299,15.45,13.5
PHB,1964-04-23,0,0.2,,0.21,35.498,20.53,13.5
PHB,1964-04-23,10,1.4,,0.16,35.426,20.53,13.5
PHB,1964-04-23,20,0.01,,,35.444,19.3,13.5
PHB,1964-04-23,30,0.2,,0.46,35.444,18.88,13.5
PHB,1964-04-23,40,3.1,,0.48,35.498,17.8,13.5
PHB,1964-04-23,50,4.1,,0.6,35.498,16.3,13.5
PHB,1964-04-23,75,2.5,,0.81,35.263,,13.5
PHB,1964-04-23,100,0.9,,0.86,35.245,14.26,13.5
PHB,1964-04-28,0,0.01,,0.18,35.462,20.38,13.5
PHB,1964-04-28,10,0.01,,0.17,35.426,20.4,13.5
PHB,1964-04-28,20,0.01,,0.17,35.426,20.37,13.5
PHB,1964-04-28,30,0.01,,0.27,35.426,20.42,13.5
PHB,1964-04-28,40,0.01,,0.34,,,13.5
PHB,1964-04-28,50,0.01,,0.46,35.407,20.1,13.5
PHB,1964-04-28,75,1.4,,0.63,35.353,16.73,13.5
PHB,1964-04-28,100,3.3,,0.7,35.299,15.57,13.5
PHB,1964-05-07,0,1.2,,0.31,35.426,19.56,2.8
PHB,1964-05-07,10,0.01,,0.15,35.426,19.55,2.8
PHB,1964-05-07,20,1.2,,0.13,35.407,19.55,2.8
PHB,1964-05-07,30,0.4,,0.16,35.426,19.46,2.8
PHB,1964-05-07,40,1.2,,0.18,35.426,19.5,2.8
PHB,1964-05-07,50,0.2,,0.19,35.371,19.41,2.8
PHB,1964-05-07,75,0.2,,0.17,35.444,,2.8
PHB,1964-05-07,100,0.8,,0.24,35.353,,2.8
PHB,1964-05-19,0,0.8,,0.25,35.444,18.88,2.8
PHB,1964-05-19,10,0.5,,0.32,35.444,18.4,2.8
PHB,1964-05-19,20,0.4,,0.3,35.462,18.5,2.8
PHB,1964-05-19,30,0.5,,0.32,35.462,18.78,2.8
PHB,1964-05-19,40,0.3,,0.33,35.444,18.47,2.8
PHB,1964-05-19,50,0.2,,0.32,35.444,18.47,2.8
PHB,1964-05-19,75,0.4,,0.35,35.462,18.48,2.8
PHB,1964-05-19,100,0.4,,0.34,35.516,18.43,2.8
PHB,1964-06-02,0,0.2,,0.2,35.48,19.7,7.4
PHB,1964-06-02,10,1,,0.2,35.48,19.71,7.4
PHB,1964-06-02,20,0.3,,0.22,35.48,19.76,7.4
PHB,1964-06-02,30,3.8,,0.34,,19.03,7.4
PHB,1964-06-02,40,6.7,,0.45,35.498,18.62,7.4
PHB,1964-06-02,50,6.8,,0.47,35.498,18.45,7.4
PHB,1964-06-02,75,8.4,,0.47,35.462,17.61,7.4
PHB,1964-06-02,100,11.4,,0.49,35.371,16.52,7.4
PHB,1964-06-22,0,1.2,,0.23,35.119,18.99,7.4
PHB,1964-06-22,10,0.01,,0.24,35.299,19.34,7.4
PHB,1964-06-22,20,,,0.24,35.299,19.22,7.4
PHB,1964-06-22,30,1.3,,0.28,35.498,19.65,7.4
PHB,1964-06-22,40,1.6,,0.26,35.48,19.57,7.4
PHB,1964-06-22,50,9.1,,0.29,35.462,19.35,7.4
PHB,1964-06-22,75,11.5,,0.58,35.498,17.5,7.4
PHB,1964-06-22,100,,,0.69,35.48,16.73,7.4
PHB,1964-06-29,0,1.1,,0.27,35.119,17.85,7.4
PHB,1964-06-29,10,,,0.29,,17.83,7.4
PHB,1964-06-29,20,2.1,,0.27,,17.85,7.4
PHB,1964-06-29,30,2.4,,0.4,35.498,18.05,7.4
PHB,1964-06-29,40,5.5,,0.45,35.498,17.95,7.4
PHB,1964-06-29,50,5.9,,0.45,35.498,17.8,7.4
PHB,1964-06-29,75,6.1,,0.47,35.534,17.86,7.4
PHB,1964-06-29,100,7.3,,0.51,35.516,17.56,7.4
PHB,1964-07-06,0,1.7,,0.24,35.498,18.58,6.8
PHB,1964-07-06,10,2,,0.21,35.516,18.52,6.8
PHB,1964-07-06,20,1.8,,0.29,35.516,18.65,6.8
PHB,1964-07-06,30,1.5,,0.35,35.534,18.57,6.8
PHB,1964-07-06,40,2.1,,0.28,35.498,18.38,6.8
PHB,1964-07-06,50,3.9,,0.38,35.444,17.76,6.8
PHB,1964-07-06,75,6.2,,0.44,35.462,17.2,6.8
PHB,1964-07-06,100,3.8,,0.39,35.48,17,6.8
PHB,1964-07-28,0,2.1,,0.26,35.859,16.85,6.8
PHB,1964-07-28,10,2,,0.3,,16.79,6.8
PHB,1964-07-28,20,2,,0.25,,16.85,6.8
PHB,1964-07-28,30,1.8,,0.28,,16.8,6.8
PHB,1964-07-28,40,1.9,,0.28,,16.85,6.8
PHB,1964-07-28,50,2.2,,0.28,,16.85,6.8
PHB,1964-07-28,75,2.4,,0.29,,16.77,6.8
PHB,1964-07-28,100,4.2,,0.39,35.678,16.08,6.8
PHB,1964-08-11,0,2.2,,0.3,35.624,16.01,14.3
PHB,1964-08-11,10,2.1,,0.3,35.624,15.99,14.3
PHB,1964-08-11,20,1.9,,0.3,35.624,15.96,14.3
PHB,1964-08-11,30,2,,0.3,35.624,15.95,14.3
PHB,1964-08-11,40,2.1,,0.39,35.624,15.94,14.3
PHB,1964-08-11,50,2.2,,0.32,35.606,15.81,14.3
PHB,1964-08-11,75,2.3,,0.36,35.588,15.7,14.3
PHB,1964-08-11,100,2.8,,0.37,35.57,,14.3
PHB,1964-08-27,0,1.2,,0.16,35.552,18.1,14.3
PHB,1964-08-27,10,1.2,,0.22,35.552,18.08,14.3
PHB,1964-08-27,20,1,,0.19,35.552,17.9,14.3
PHB,1964-08-27,30,1.4,,0.28,35.552,17.62,14.3
PHB,1964-08-27,40,3.1,,0.43,35.498,17,14.3
PHB,1964-08-27,50,7.1,,0.56,35.407,15.99,14.3
PHB,1964-08-27,75,9.6,,0.68,35.299,14.07,14.3
PHB,1964-08-27,100,9.6,,0.77,35.209,12.77,14.3
PHB,1964-08-31,0,0.5,,0.25,35.57,17.81,14.3
PHB,1964-08-31,10,0.5,,0.25,35.57,17.78,14.3
PHB,1964-08-31,20,0.7,,0.25,35.57,17.77,14.3
PHB,1964-08-31,30,0.4,,0.35,35.57,17.64,14.3
PHB,1964-08-31,40,4.4,,0.51,35.444,,14.3
PHB,1964-08-31,50,0.8,,0.32,35.552,,14.3
PHB,1964-08-31,75,3.6,,0.45,35.48,17.38,14.3
PHB,1964-08-31,100,10,,0.8,35.281,14.94,14.3
PHB,1964-09-08,0,0.3,,0.17,35.498,17.74,14.1
PHB,1964-09-08,10,0.1,,0.22,35.498,17.69,14.1
PHB,1964-09-08,20,0.1,,0.18,35.48,17.57,14.1
PHB,1964-09-08,30,0.9,,0.23,35.462,17.27,14.1
PHB,1964-09-08,40,4.7,,0.49,35.426,16.23,14.1
PHB,1964-09-08,50,8.3,,0.66,35.317,14.9,14.1
PHB,1964-09-08,75,10.4,,0.7,35.191,13.08,14.1
PHB,1964-09-08,100,10.8,,0.81,35.173,12.57,14.1
PHB,1964-09-18,0,0.8,,0.18,35.462,16.31,14.1
PHB,1964-09-18,10,0.9,,0.17,35.48,16.28,14.1
PHB,1964-09-18,20,1,,0.19,35.462,16.22,14.1
PHB,1964-09-18,30,3.2,,0.36,35.389,15.32,14.1
PHB,1964-09-18,40,5.1,,0.51,35.335,14.64,14.1
PHB,1964-09-18,50,5.8,,0.5,35.335,14.5,14.1
PHB,1964-09-18,75,9.3,,0.65,35.281,13.51,14.1
PHB,1964-09-18,100,9.7,,0.63,35.281,13.5,14.1
PHB,1964-09-28,0,,,,35.371,15.78,14.1
PHB,1964-09-28,10,,,,35.407,15.59,14.1
PHB,1964-09-28,20,3.2,,0.44,35.426,15.58,14.1
PHB,1964-09-28,30,3.8,,0.47,35.407,15.4,14.1
PHB,1964-09-28,40,6.1,,0.59,35.371,14.83,14.1
PHB,1964-09-28,50,,,0.68,35.317,14.07,14.1
PHB,1964-09-28,75,11.9,,0.75,35.281,,14.1
PHB,1964-09-28,100,11,,0.78,35.263,13.08,14.1
PHB,1964-10-07,0,0.1,,0.25,35.48,17.5,12.8
PHB,1964-10-07,10,0.4,,0.25,35.498,17.32,12.8
PHB,1964-10-07,20,1.6,,0.27,35.48,16.76,12.8
PHB,1964-10-07,30,1.3,,0.32,35.462,16.57,12.8
PHB,1964-10-07,40,2.7,,0.4,35.371,16.38,12.8
PHB,1964-10-07,50,3.4,,0.4,35.371,15.69,12.8
PHB,1964-10-07,75,1.3,,0.26,35.462,16.6,12.8
PHB,1964-10-07,100,,,0.42,35.371,15.43,12.8
PHB,1964-10-13,0,0.01,,0.18,35.516,17.25,12.8
PHB,1964-10-13,10,0.1,,0.16,35.516,17.17,12.8
PHB,1964-10-13,20,0.01,,0.19,35.48,16.65,12.8
PHB,1964-10-13,30,0.1,,0.29,35.462,16.27,12.8
PHB,1964-10-13,40,1.2,,0.3,35.444,15.77,12.8
PHB,1964-10-13,50,1.9,,0.33,35.407,15.08,12.8
PHB,1964-10-13,75,8.6,,0.68,35.317,14.27,12.8
PHB,1964-10-13,100,,,0.76,35.317,13.65,12.8
PHB,1964-10-20,0,0.9,,0.37,35.462,18.58,12.8
PHB,1964-10-20,10,0.8,,0.34,35.498,18.22,12.8
PHB,1964-10-20,20,0.9,,0.27,35.516,17.75,12.8
PHB,1964-10-20,30,0.6,,0.27,35.48,16.78,12.8
PHB,1964-10-20,40,0.9,,0.3,35.48,16.29,12.8
PHB,1964-10-20,50,2,,0.36,35.48,15.8,12.8
PHB,1964-10-20,75,9.5,,0.7,35.317,13.91,12.8
PHB,1964-10-20,100,12.8,,0.89,35.299,13.41,12.8
PHB,1964-10-27,0,0.01,,0.29,35.552,18.93,12.8
PHB,1964-10-27,10,0.1,,0.22,35.552,18.54,12.8
PHB,1964-10-27,20,0.01,,0.22,35.552,18.48,12.8
PHB,1964-10-27,30,0.4,,0.26,35.516,17.98,12.8
PHB,1964-10-27,40,2,,0.37,35.444,16.7,12.8
PHB,1964-10-27,50,0.6,,0.28,35.534,16.45,12.8
PHB,1964-10-27,75,7.6,,0.62,35.371,14.85,12.8
PHB,1964-10-27,100,8.2,,0.66,35.353,14.3,12.8
PHB,1964-11-05,0,0.3,,0.21,35.498,19.38,2.6
PHB,1964-11-05,10,0.3,,0.22,35.498,19.39,2.6
PHB,1964-11-05,20,0.3,,0.2,35.498,19.39,2.6
PHB,1964-11-05,30,0.1,,0.19,35.498,19.34,2.6
PHB,1964-11-05,40,0.3,,0.21,35.498,19.27,2.6
PHB,1964-11-05,50,0.9,,0.29,35.48,18.48,2.6
PHB,1964-11-05,75,3,,0.41,35.426,15.97,2.6
PHB,1964-11-05,100,5,,0.49,35.389,15.2,2.6
PHB,1964-11-11,0,0.4,,0.2,35.534,19.5,2.6
PHB,1964-11-11,10,0.1,,0.2,35.498,19.08,2.6
PHB,1964-11-11,20,0.01,,0.19,35.498,19.03,2.6
PHB,1964-11-11,30,0.1,,0.23,35.48,18.82,2.6
PHB,1964-11-11,40,2.2,,0.37,35.462,17.12,2.6
PHB,1964-11-11,50,2.6,,0.4,35.462,16.44,2.6
PHB,1964-11-11,75,6.8,,0.5,35.444,15.5,2.6
PHB,1964-11-11,100,4.5,,0.59,35.407,14.41,2.6
PHB,1964-11-17,0,0.7,,0.13,35.426,18.57,2.6
PHB,1964-11-17,10,0.5,,0.16,35.444,18.27,2.6
PHB,1964-11-17,20,3,,0.42,35.498,17.53,2.6
PHB,1964-11-17,30,4.9,,0.42,35.498,17.38,2.6
PHB,1964-11-17,40,6.1,,0.56,35.48,17,2.6
PHB,1964-11-17,50,7.3,,0.57,35.48,16.8,2.6
PHB,1964-11-17,75,10,,0.73,35.389,15.31,2.6
PHB,1964-11-17,100,12.4,,0.91,35.299,13.98,2.6
PHB,1964-11-24,0,0.3,,0.18,35.48,18.96,2.6
PHB,1964-11-24,10,0.01,,0.17,35.444,18.51,2.6
PHB,1964-11-24,20,1,,0.24,35.426,17.82,2.6
PHB,1964-11-24,30,5.1,,0.52,35.407,16.45,2.6
PHB,1964-11-24,40,6.8,,0.59,35.389,16.07,2.6
PHB,1964-11-24,50,7.4,,0.62,35.389,15.75,2.6
PHB,1964-11-24,75,11.5,,0.82,35.281,13.98,2.6
PHB,1964-11-24,100,10,,0.74,35.281,13.39,2.6
PHB,1964-12-03,0,0.5,,0.23,35.389,18.08,-3
PHB,1964-12-03,10,0.4,,0.2,35.389,17.88,-3
PHB,1964-12-03,20,,,,35.389,15.78,-3
PHB,1964-12-03,30,,,,35.389,14.92,-3
PHB,1964-12-03,40,8.1,,0.68,35.371,14.22,-3
PHB,1964-12-03,50,,,0.74,35.335,13.95,-3
PHB,1964-12-03,75,7.5,,0.56,,13.81,-3
PHB,1964-12-03,100,10.1,,0.75,35.317,13.28,-3
PHB,1964-12-09,0,0.3,,0.17,35.426,18.56,-3
PHB,1964-12-09,10,0.1,,0.18,,18.18,-3
PHB,1964-12-09,20,0.8,,0.23,35.407,17.62,-3
PHB,1964-12-09,30,3.2,,0.38,35.407,16.45,-3
PHB,1964-12-09,40,6.3,,0.52,35.389,15.54,-3
PHB,1964-12-09,50,6.2,,0.55,35.407,15.05,-3
PHB,1964-12-09,75,6.3,,0.58,35.407,14.95,-3
PHB,1964-12-09,100,7.1,,0.58,35.407,14.75,-3
PHB,1964-12-15,0,0.3,,0.16,35.57,22.23,-3
PHB,1964-12-15,10,0.1,,0.13,35.57,22.1,-3
PHB,1964-12-15,20,0.01,,0.16,35.588,22.08,-3
PHB,1964-12-15,30,0.01,,0.2,35.588,21.9,-3
PHB,1964-12-15,40,0.1,,0.31,35.552,20.79,-3
PHB,1964-12-15,50,0.01,,0.31,35.552,20.17,-3
PHB,1964-12-15,75,1.5,,0.37,35.516,18.18,-3
PHB,1964-12-15,100,5.5,,0.52,35.444,15.9,-3
PHB,1964-12-23,0,0.3,,0.23,35.552,20.98,-3
PHB,1964-12-23,10,0.1,,0.26,35.552,20.88,-3
PHB,1964-12-23,20,0.1,,0.24,35.57,20.4,-3
PHB,1964-12-23,30,0.01,,0.21,35.534,19.6,-3
PHB,1964-12-23,40,1.7,,0.33,35.498,18,-3
PHB,1964-12-23,50,2.3,,0.38,35.498,18.05,-3
PHB,1964-12-23,75,9.2,,0.67,35.335,16.18,-3
PHB,1964-12-23,100,10.6,,0.81,35.281,14.38,-3
PHB,1964-12-30,0,0.1,,0.22,35.696,20.45,-3
PHB,1964-12-30,10,0.2,,0.29,35.714,20.3,-3
PHB,1964-12-30,20,0.2,,0.2,35.696,20.1,-3
PHB,1964-12-30,30,0.01,,0.22,35.678,19.62,-3
PHB,1964-12-30,40,1.3,,0.32,35.606,20.08,-3
PHB,1964-12-30,50,1.9,,0.38,35.588,18.21,-3
PHB,1964-12-30,75,3.5,,0.47,35.57,17.25,-3
PHB,1964-12-30,100,5.7,,0.57,35.48,16.07,-3
PHB,1965-01-05,0,0.01,,0.2,35.7,20.67,-4
PHB,1965-01-05,0,0.3,,0.12,35.7,20.54,-4
PHB,1965-01-05,10,0.2,,0.15,35.7,20.25,-4
PHB,1965-01-05,20,0.01,,0.11,35.68,20.19,-4
PHB,1965-01-05,30,0.2,,0.16,35.68,19.67,-4
PHB,1965-01-05,40,0.01,,0.22,35.64,18.65,-4
PHB,1965-01-05,50,2,,0.31,35.65,19.03,-4
PHB,1965-01-05,50,2.9,,0.34,35.64,17.88,-4
PHB,1965-01-05,75,2.8,,0.34,35.65,18.77,-4
PHB,1965-01-05,75,4.9,,0.46,35.589,17.07,-4
PHB,1965-01-05,100,3.6,,0.42,35.63,18.39,-4
PHB,1965-01-05,100,8.7,,0.69,35.46,15.31,-4
PHB,1965-01-13,0,0.1,,0.09,35.619,21.02,-4
PHB,1965-01-13,0,0.1,,0.12,35.589,20.24,-4
PHB,1965-01-13,10,0.1,,0.13,35.589,20.2,-4
PHB,1965-01-13,20,0.1,,0.12,35.589,20.06,-4
PHB,1965-01-13,30,0.1,,0.13,35.589,19.76,-4
PHB,1965-01-13,40,0.3,,0.15,35.569,19.32,-4
PHB,1965-01-13,50,0.1,,0.11,35.609,19.54,-4
PHB,1965-01-13,50,0.9,,0.22,35.569,18.74,-4
PHB,1965-01-13,75,2.2,,0.23,35.609,18.9,-4
PHB,1965-01-13,75,2.8,,0.37,35.529,17.69,-4
PHB,1965-01-13,100,2.2,,0.25,35.529,17.87,-4
PHB,1965-01-13,100,8,,0.66,35.41,15.68,-4
PHB,1965-01-21,0,0.01,,0.15,35.619,20.95,-4
PHB,1965-01-21,0,0.6,,0.14,35.67,21.94,-4
PHB,1965-01-21,10,0.01,,0.14,35.619,20.75,-4
PHB,1965-01-21,20,0.01,,0.19,35.619,20.66,-4
PHB,1965-01-21,30,0.2,,0.19,35.599,20.24,-4
PHB,1965-01-21,40,1.8,,0.29,35.549,18.66,-4
PHB,1965-01-21,50,3.1,,0.37,35.589,18.76,-4
PHB,1965-01-21,50,4.4,,0.48,35.509,17.44,-4
PHB,1965-01-21,75,4.6,,0.56,35.539,17.67,-4
PHB,1965-01-21,75,8.5,,0.6,35.38,15.23,-4
PHB,1965-01-21,100,6.1,,0.54,35.49,16.82,-4
PHB,1965-01-21,100,11,,0.71,35.299,13.7,-4
PHB,1965-01-27,0,0.01,,0.15,35.7,21.72,-4
PHB,1965-01-27,0,0.01,,0.16,35.619,21.11,-4
PHB,1965-01-27,10,0.01,,0.13,35.64,21.11,-4
PHB,1965-01-27,20,0.01,,0.12,35.64,21.09,-4
PHB,1965-01-27,30,0.01,,0.18,35.619,19.85,-4
PHB,1965-01-27,40,0.1,,0.22,35.569,18.79,-4
PHB,1965-01-27,50,0.01,,0.16,35.64,20.14,-4
PHB,1965-01-27,50,3,,0.33,35.549,18.04,-4
PHB,1965-01-27,75,2,,0.18,35.569,18.36,-4
PHB,1965-01-27,75,6.7,,0.54,35.48,16.67,-4
PHB,1965-01-27,100,4.7,,0.43,35.519,17.25,-4
PHB,1965-01-27,100,8.7,,0.66,35.39,15.21,-4
PHB,1965-02-02,0,0.01,,0.12,35.7,21.53,1.6
PHB,1965-02-02,0,0.2,,0.14,35.68,22.74,1.6
PHB,1965-02-02,10,0.01,,0.13,35.68,21.01,1.6
PHB,1965-02-02,20,0.01,,0.12,35.66,20.98,1.6
PHB,1965-02-02,30,0.01,,0.15,35.609,20.12,1.6
PHB,1965-02-02,40,0.01,,0.2,35.569,19.23,1.6
